ticker,p0,p1,ret,rel_spy,ma200,px_vs_ma200,ma200_slope_40d,med_dollar_vol_60d,name,entity_id,sic,sic_description,approx_mcap_usd,shares_outstanding,mcap_now_usd,buildable,name_sec,cik,asof,rev_ttm,ebit_ttm,cash,investments,debt,lease_debt,short_debt,net_debt,ocf_ttm,capex_ttm,sbc_ttm,diluted_shares,fin_notes,gate_ocf,net_debt_to_ocf,debt_label,refi_cover_label,transparent_label,note,gate_liquidity,in_pool
FSLR,303.0,204.4499969482422,-0.3252475348242832,-0.3432218239166215,230.59720108032224,-0.1133890784865702,-0.0224961052002327,416426753.58047485,"FIRST SOLAR, INC.",1274494,3674.0,Semiconductors & Related Devices,21456342518.256477,107469788.0,21972197828.628235,True,"First Solar, Inc.",0001274494,2026-06-30,5378071000.0,1809702000.0,1688279000.0,38685000.0,74501000.0,119509000.0,0.0,-1532954000.0,2155743000.0,655624000.0,23655000.0,107732000.0,取數標籤:有息負債 75M = DebtLongtermAndShorttermCombinedAmount@2026-06-30 38M(其中融資租賃 37M = FinanceLeaseLiabilityCurrent@2026-06-30 3M+FinanceLeaseLiabilityNoncurrent@2026-06-30 34M);現金 1688M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 1688M;投資 39M = AvailableForSaleSecuritiesDebtSecuritiesCurrent@2026-06-30 39M;經營租賃 120M;稀釋股數 107.7M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,-0.7111023902199844,淨現金,充裕,齊,,True,True
CRUS,167.72999572753906,113.20999908447266,-0.3250461934765013,-0.3430204825688395,140.0026998901367,-0.1913727437162918,-0.0039907894757882,92034623.12164308,"CIRRUS LOGIC, INC.",772406,3674.0,Semiconductors & Related Devices,5666291324.302674,50117561.0,5673809034.9260025,True,"CIRRUS LOGIC, INC.",0000772406,2026-06-27,2049830000.0,472422000.0,810666000.0,356652000.0,0.0,130464000.0,0.0,-1036854000.0,598595000.0,26493000.0,81591000.0,52353000.0,取數標籤:有息負債 0M = (無)(其中融資租賃 0M = (無));現金 811M = CashAndCashEquivalentsAtCarryingValue@2026-06-27 811M;投資 357M = DebtSecuritiesAvailableForSaleExcludingAccruedInterestCurrent@2026-06-27 81M+DebtSecuritiesAvailableForSaleExcludingAccruedInterestNoncurrent@2026-06-27 276M;經營租賃 130M;稀釋股數 52.4M(XBRL 未拆季 2026-03-29→2026-06-27)。,True,-1.7321461088047845,淨現金,充裕,齊,,True,True
IPGP,115.16000366210938,78.0,-0.3226815081661549,-0.3406557972584931,101.37759994506835,-0.2305992641149085,-0.0020750609356764,36372282.89794922,IPG PHOTONICS CORP,1111928,3674.0,Semiconductors & Related Devices,3198597202.9948883,42534539.0,3317694042.0,True,IPG PHOTONICS CORP,0001111928,2026-06-30,1069340000.0,7968000.0,399225000.0,504787000.0,0.0,16254000.0,0.0,-887758000.0,96444000.0,75646000.0,41431000.0,42912927.0,"警告:少數股東權益 的候選標籤(MinorityInterest)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2022-12-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 取數標籤:有息負債 0M = (無)(其中融資租賃 0M = (無));現金 399M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 399M;投資 505M = ShortTermInvestments@2026-06-30 472M+LongTermInvestments@2026-06-30 33M;經營租賃 16M;稀釋股數 42.9M(XBRL 未拆季 2026-04-01→2026-06-30)。",True,-9.204906474223383,淨現金,充裕,齊,,True,True
CTRI,30.21999931335449,20.540000915527344,-0.3203176246780875,-0.3382919137704258,28.281600017547607,-0.2737327130437071,0.0164887934512194,37925025.476932526,"Centuri Holdings, Inc.",1981599,4923.0,Natural Gas Transmisison & Distribution,2071761893.7772176,100963053.0,2073781201.054436,True,"Centuri Holdings, Inc.",0001981599,2026-06-28,3393808000.0,92782000.0,40458000.0,0.0,731741000.0,197479000.0,22915000.0,888762000.0,74092000.0,89310000.0,10640000.0,101476000.0,取數標籤:有息負債 732M = LongTermDebtCurrent@2026-06-28 23M; LongTermDebtNoncurrent@2026-06-28 695M(其中融資租賃 14M = FinanceLeaseLiabilityCurrent@2026-06-28 7M+FinanceLeaseLiabilityNoncurrent@2026-06-28 7M);現金 40M = CashAndCashEquivalentsAtCarryingValue@2026-06-28 40M;投資 0M = (無);經營租賃 197M;稀釋股數 101.5M(XBRL 未拆季 2026-03-30→2026-06-28)。,True,11.995384117043676,高(>6 倍),不足(現金投資 < 短債 ×2),齊,,True,True
PLAY,12.779999732971191,8.720000267028809,-0.3176838459133898,-0.335658135005728,13.491475009918211,-0.3536659067582803,-0.0844102195227768,15976002.385950089,"Dave & Buster's Entertainment, Inc.",1525769,5812.0,Retail-Eating  Places,293964457.6645832,34788694.0,303357420.9695835,True,"Dave & Buster’s Entertainment, Inc.",0001525769,2026-05-05,2094400000.0,69800000.0,19600000.0,0.0,1563500000.0,1645200000.0,7000000.0,3189100000.0,308800000.0,342100000.0,19100000.0,34940000.0,缺折舊攤銷標籤。; 取數標籤:有息負債 1564M = LongTermDebt@2026-05-05 1530M(其中融資租賃 33M = FinanceLeaseLiabilityCurrent@2026-05-05 0M+FinanceLeaseLiabilityNoncurrent@2026-05-05 33M);現金 20M = CashAndCashEquivalentsAtCarryingValue@2026-05-05 20M;投資 0M = (無);經營租賃 1645M;稀釋股數 34.9M(XBRL 未拆季 2026-02-04→2026-05-05)。,True,10.327396373056995,高(>6 倍),充裕,齊,,True,True
OLN,25.446163177490234,17.3700008392334,-0.3173823213316905,-0.3353566104240287,22.86148186683655,-0.2402066961183838,-0.0205988888742542,57684112.80412674,OLIN Corp,74303,2800.0,Chemicals & Allied Products,1952519958.042088,113982490.0,1979875946.9579124,True,OLIN CORPORATION,0000074303,2026-06-30,6703200000.0,-105500000.0,177400000.0,0.0,3029100000.0,378400000.0,0.0,3230500000.0,307200000.0,212200000.0,21300000.0,113900000.0,取數標籤:有息負債 3029M = DebtLongtermAndShorttermCombinedAmount@2026-06-30 3029M(其中融資租賃 0M = (無));現金 177M = CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents@2026-06-30 177M;投資 0M = (無);經營租賃 378M;稀釋股數 113.9M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,10.515950520833334,高(>6 倍),充裕,齊,,True,True
AKAM,154.00999450683594,105.22000122070312,-0.3167975782504635,-0.3347718673428017,109.58425003051758,-0.0398255115000474,0.0664962610332169,370618371.4935303,AKAMAI TECHNOLOGIES INC,1086222,7389.0,"Services-Business Services, NEC",15103177913.50406,143716609.0,15121861774.415314,True,"Akamai Technologies, Inc",0001086222,2018-03-31,2562483000.0,277512000.0,363703000.0,960120000.0,668745000.0,0.0,0.0,-655078000.0,850375000.0,260506000.0,170008000.0,153686000.0,取數標籤:有息負債 669M = ConvertibleNotesPayableCurrent@2018-03-31 669M(其中融資租賃 0M = (無));現金 364M = CashAndCashEquivalentsAtCarryingValue@2018-03-31 364M;投資 960M = AvailableForSaleSecuritiesCurrent@2018-03-31 448M+MarketableSecuritiesNoncurrent@2018-03-31 512M;經營租賃 0M;稀釋股數 153.7M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,-0.7703401440540938,淨現金,充裕,齊,,True,True
IREN,65.33000183105469,44.68000030517578,-0.3160875699847739,-0.3340618590771121,45.6600750541687,-0.0214645890929923,-0.0744858223179282,1736923631.8925858,IREN Ltd,1878848,6199.0,Finance Services,13158682667.616684,357378674.0,15967679263.383316,True,IREN Limited,0001878848,2026-06-30,707007000.0,-1046714000.0,5895591000.0,0.0,7836740000.0,2786000.0,169370000.0,1943935000.0,2100418000.0,2998006000.0,205023000.0,316123145.0,取數標籤:有息負債 7837M = LongTermDebt@2026-06-30 7593M(其中融資租賃 244M = FinanceLeaseLiabilityCurrent@2026-06-30 125M+FinanceLeaseLiabilityNoncurrent@2026-06-30 118M);現金 5896M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 5896M;投資 0M = (無);經營租賃 3M;稀釋股數 316.1M(XBRL 未拆季 2025-07-01→2026-06-30)。,True,0.9254991149380742,低(≤3 倍),充裕,齊,,True,True
LTRX,7.579999923706055,5.21999979019165,-0.3113456671857775,-0.3293199562781157,5.999649991989136,-0.129949280847798,0.0188481270063254,4739616.510486603,LANTRONIX INC,1114925,3576.0,Computer Communications Equipment,240532361.25416565,46705312.0,243801718.8408356,True,"LANTRONIX, INC.",0001114925,2026-06-30,120899000.0,-4121000.0,60466000.0,0.0,0.0,0.0,0.0,-60466000.0,9877000.0,612000.0,6270000.0,40145000.0,"警告:短期經營租賃負債 的候選標籤(OperatingLeaseLiabilityCurrent)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2020-06-30,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:長期經營租賃負債 的候選標籤(OperatingLeaseLiabilityNoncurrent)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2020-06-30,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 取數標籤:有息負債 0M = (無)(其中融資租賃 0M = (無));現金 60M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 60M;投資 0M = (無);經營租賃 0M;稀釋股數 40.1M(XBRL 未拆季 2025-07-01→2026-06-30)。",True,-6.1218993621545,淨現金,充裕,齊,,True,True
WING,157.70176696777344,109.20500183105467,-0.3075220149348683,-0.3254963040272065,189.36874488830568,-0.4233208764441751,-0.1080976843096067,151785719.39849854,Wingstop Inc.,1636222,5812.0,Retail-Eating  Places,2985783000.0311737,27242546.0,2975022285.812592,True,WINGSTOP INC.,0001636222,2026-06-27,720719000.0,200835000.0,127455000.0,90693000.0,1210589000.0,61886000.0,0.0,1054327000.0,189490000.0,60996000.0,22065000.0,27252000.0,取數標籤:有息負債 1211M = DebtLongtermAndShorttermCombinedAmount@2026-06-27 1211M(其中融資租賃 0M = (無));現金 127M = CashAndCashEquivalentsAtCarryingValue@2026-06-27 127M;投資 91M = LongTermInvestments@2026-06-27 91M;經營租賃 62M;稀釋股數 27.3M(XBRL 未拆季 2026-03-29→2026-06-27)。,True,5.564024486780305,中(3–6 倍),充裕,齊,,True,True
GNRC,269.260009765625,187.3500061035156,-0.3042041175494542,-0.3221784066417924,208.5038503265381,-0.1014554128851501,0.029462586879805,205079919.0185547,GENERAC HOLDINGS INC.,1474735,3621.0,Motors & Generators,10665989490.228382,59006361.0,11054842093.496246,True,GENERAC HOLDINGS INC.,0001474735,2026-06-30,4438732000.0,421488000.0,264921000.0,0.0,1387641000.0,51881000.0,21277000.0,1174606000.0,548133000.0,168884000.0,51034000.0,59635447.0,取數標籤:有息負債 1388M = ShortTermBorrowings@2026-06-30 48M; LongTermDebtAndCapitalLeaseObligations@2026-06-30 1249M(其中融資租賃 90M = FinanceLeaseLiability@2026-06-30 90M);現金 265M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 265M;投資 0M = (無);經營租賃 52M;稀釋股數 59.6M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,2.1429215172230096,低(≤3 倍),充裕,齊,,True,True
OPTX,10.84000015258789,7.570000171661377,-0.3016605105993333,-0.3196347996916715,7.157424998283386,0.0576429614668601,0.1633652832913319,3274651.4659404755,"SYNTEC OPTICS HOLDINGS, INC.",1866816,3827.0,Optical Instruments & Lenses,293237520.2910547,40279878.0,304918683.3744993,True,"SYNTEC OPTICS HOLDINGS, INC.",0001866816,2026-06-30,29242712.0,-1354461.0,14047104.0,0.0,4336683.0,0.0,568924.0,-9710421.0,702011.0,1110005.0,0.0,39191966.0,"companyfacts 沒有可用的股權薪酬季度標籤,SBC 當 0 處理 —— 這會高估自由現金流。; 現金標籤退用前綴比對:CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations@2026-06-30 = 14M(三個標準標籤都對不上).; 警告:短期經營租賃負債 的候選標籤(OperatingLeaseLiabilityCurrent)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2022-12-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:長期經營租賃負債 的候選標籤(OperatingLeaseLiabilityNoncurrent)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2022-12-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 取數標籤:有息負債 4M = LongTermDebt@2026-06-30 3M(其中融資租賃 2M = FinanceLeaseLiabilityCurrent@2026-06-30 0M+FinanceLeaseLiabilityNoncurrent@2026-06-30 1M);現金 14M = CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations@2026-06-30 14M;投資 0M = (無);經營租賃 0M;稀釋股數 39.2M(XBRL 未拆季 2026-04-01→2026-06-30)。",True,-13.832291801695416,淨現金,充裕,齊,,True,True
APTV,68.5999984741211,47.95000076293945,-0.3010203814942025,-0.3189946705865407,66.37519987106323,-0.2775916177113673,-0.0833903656826233,166871631.74705505,Aptiv PLC,1521332,3714.0,Motor Vehicle Parts & Accessories,9349728641.471346,207633331.0,9956018379.86166,True,APTIV PLC,0001521332,2026-06-30,18725000000.0,995000000.0,761000000.0,60000000.0,5354000000.0,330000000.0,0.0,4863000000.0,1351000000.0,0.0,125000000.0,212100000.0,缺資本開支標籤。; 取數標籤:有息負債 5354M = DebtLongtermAndShorttermCombinedAmount@2026-06-30 5354M(其中融資租賃 0M = (無));現金 761M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 761M;投資 60M = AvailableForSaleSecuritiesDebtSecurities@2026-06-30 60M(合計標籤);經營租賃 330M;稀釋股數 212.1M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,3.5995558845299778,中(3–6 倍),充裕,齊,,True,True
OXM,43.90956497192383,30.8700008392334,-0.2969640929266333,-0.3149383820189715,37.70722016334534,-0.181323876289303,0.0085587056889946,12716707.704925535,OXFORD INDUSTRIES INC,75288,2320.0,"Men's & Boys' Furnishgs, Work Clothg, & Allied Garments",563493398.7410736,14930932.0,460917883.3705368,True,"OXFORD INDUSTRIES, INC.",0000075288,2026-05-02,1476375000.0,-45127000.0,9360000.0,0.0,142717000.0,449712000.0,0.0,583069000.0,131490000.0,107683000.0,15801000.0,15005000.0,取數標籤:有息負債 143M = LongTermDebtNoncurrent@2026-05-02 143M(其中融資租賃 0M = (無));現金 9M = CashAndCashEquivalentsAtCarryingValue@2026-05-02 9M;投資 0M = (無);經營租賃 450M;稀釋股數 15.0M(XBRL 未拆季 2026-02-01→2026-05-02)。,True,4.434322001673131,中(3–6 倍),充裕,齊,,True,True
SHAZ,79.55000305175781,55.93999862670898,-0.2967945131276411,-0.3147688022199794,,,,126419346.14543916,SharonAI Holdings Inc.,2068385,7374.0,Services-Computer Processing & Data Preparation,,,,True,SHARONAI HOLDINGS INC.,0002068385,2026-06-30,2927471.0,-31374882.0,1861347822.0,0.0,1011351489.0,0.0,0.0,-852281732.0,21532729.0,12579295.0,4009714.0,18755220.0,缺折舊攤銷標籤。; 取數標籤:有息負債 1011M = ConvertibleNotesPayableCurrent@2026-06-30 0M; ConvertibleLongTermNotesPayable@2026-06-30 1007M(其中融資租賃 5M = FinanceLeaseLiabilityCurrent@2026-06-30 1M+FinanceLeaseLiabilityNoncurrent@2026-06-30 4M);現金 1861M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 1861M;投資 0M = (無);經營租賃 0M;稀釋股數 18.8M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,-39.58075783148527,淨現金,充裕,齊,,True,True
LBRT,29.15557289123535,20.59000015258789,-0.29378852443069,-0.3117628135230282,24.56677005290985,-0.1618759768482843,0.0349772643084123,77794627.92377472,Liberty Energy Inc.,1694028,1389.0,"Oil & Gas Field Services, NEC",,,,True,Liberty Energy Inc.,0001694028,2026-06-30,4195914000.0,52457000.0,555359000.0,191330000.0,1567968000.0,57040000.0,11906000.0,878319000.0,388333000.0,704913000.0,33740000.0,167663000.0,"警告:少數股東權益 的候選標籤(MinorityInterest)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2023-12-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 取數標籤:有息負債 1568M = LongTermDebtCurrent@2026-06-30 12M; LongTermDebt@2026-06-30 1292M(其中融資租賃 264M = FinanceLeaseLiability@2026-06-30 264M);現金 555M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 555M;投資 191M = LongTermInvestments@2026-06-30 191M;經營租賃 57M;稀釋股數 167.7M(XBRL 未拆季 2026-04-01→2026-06-30)。",True,2.2617676066674735,低(≤3 倍),充裕,齊,,True,True
CDNS,414.1600036621094,292.70001220703125,-0.2932682788803786,-0.3112425679727169,327.1298002624512,-0.1052480942665493,0.0002030119881815,708320242.6452637,CADENCE DESIGN SYSTEMS INC,813672,7372.0,Services-Prepackaged Software,86209027073.21167,275393000.0,80607534461.73096,True,"CADENCE DESIGN SYSTEMS, INC.",0000813672,2026-03-31,5528613000.0,1561851000.0,1406668000.0,79640000.0,425000000.0,227073000.0,0.0,-834235000.0,1597542000.0,167630000.0,485745000.0,273725000.0,取數標籤:有息負債 425M = LinesOfCreditCurrent@2026-03-31 425M(其中融資租賃 0M = (無));現金 1407M = CashAndCashEquivalentsAtCarryingValue@2026-03-31 1407M;投資 80M = AvailableForSaleSecuritiesDebtSecurities@2026-03-31 80M(合計標籤);經營租賃 227M;稀釋股數 273.7M(XBRL 未拆季 2026-01-01→2026-03-31)。,True,-0.522199103372556,淨現金,充裕,齊,,True,True
ALTO,5.710000038146973,4.039999961853027,-0.2924693634215629,-0.3104436525139011,4.052799990177155,-0.0031583173004221,0.1719929645131461,9759396.154165268,"Alto Ingredients, Inc.",778164,2860.0,Industrial Organic Chemicals,318802698.3963871,77567564.0,313372955.60103226,True,"ALTO INGREDIENTS, INC.",0000778164,2026-06-30,943329000.0,35606000.0,23962000.0,0.0,64528000.0,22469000.0,16600000.0,63035000.0,65012000.0,15068000.0,3066000.0,77071000.0,"警告:少數股東權益 的候選標籤(MinorityInterest)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2020-03-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 取數標籤:有息負債 65M = LongTermDebt@2026-06-30 65M(其中融資租賃 0M = (無));現金 24M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 24M;投資 0M = (無);經營租賃 22M;稀釋股數 77.1M(XBRL 未拆季 2026-04-01→2026-06-30)。",True,0.9695902294960931,低(≤3 倍),不足(現金投資 < 短債 ×2),齊,,True,True
TREE,39.88999938964844,28.350000381469727,-0.2892955423602581,-0.3072698314525963,43.6868498802185,-0.3510632957239916,-0.0916190364433979,11216109.868621826,"LendingTree, Inc.",1434621,6163.0,Loan Brokers,384262796.3524685,14039561.0,398021559.7056675,True,"LendingTree, Inc.",0001434621,2026-06-30,1268169000.0,103910000.0,110766000.0,0.0,390283000.0,45779000.0,3932000.0,325296000.0,86077000.0,12200000.0,24644000.0,14054000.0,取數標籤:有息負債 390M = LongTermDebtCurrent@2026-06-30 4M; LongTermDebtNoncurrent@2026-06-30 386M(其中融資租賃 0M = (無));現金 111M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 111M;投資 0M = (無);經營租賃 46M;稀釋股數 14.1M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,3.7791279900554153,中(3–6 倍),充裕,齊,,True,True
CRWV,124.81999969482422,89.36000061035156,-0.2840890816469297,-0.3020633707392679,91.47082500457763,-0.0230764770528792,-0.0700216474759876,1995700633.359528,"CoreWeave, Inc.",1769628,7372.0,Services-Prepackaged Software,,,,True,"CoreWeave, Inc.",0001769628,2026-06-30,7589580000.0,-230739000.0,5524000000.0,15000000.0,35772000000.0,16319000000.0,7547000000.0,46552000000.0,6911000000.0,20566000000.0,619000000.0,551000000.0,"警告:有息負債取不到任何資產負債表口徑的標籤,退用債務附註的本金總額 DebtInstrumentCarryingAmount = 35551M —— 本金不等於帳面值(未扣未攤銷折價與發行成本),可能高估。; 取數標籤:有息負債 35772M = DebtInstrumentCarryingAmount@2026-06-30 35551M(債務附註本金)(其中融資租賃 221M = FinanceLeaseLiabilityCurrent@2026-06-30 7M+FinanceLeaseLiabilityNoncurrent@2026-06-30 214M);現金 5524M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 5524M;投資 15M = MarketableSecuritiesCurrent@2026-06-30 15M;經營租賃 16319M;稀釋股數 551.0M(XBRL 未拆季 2026-04-01→2026-06-30)。",True,6.735928230357401,高(>6 倍),不足(現金投資 < 短債 ×2),齊,,True,True
FICO,1284.75,932.260009765625,-0.2743646547844911,-0.2923389438768293,1304.5791961669922,-0.2853940853075727,-0.0700375338444256,318498468.92089844,FAIR ISAAC CORP,814547,7389.0,"Services-Business Services, NEC",23836878956.829224,21597635.0,20134611416.014404,True,FAIR ISAAC CORP,0000814547,2026-06-30,2393575000.0,1236298000.0,248444000.0,56093000.0,5582389000.0,15621000.0,300000000.0,5293473000.0,1001549000.0,5526000.0,174289000.0,22703000.0,"警告:短期經營租賃負債 的候選標籤(OperatingLeaseLiabilityCurrent)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2025-09-30,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 取數標籤:有息負債 5582M = LongTermDebt@2026-06-30 5582M(其中融資租賃 0M = (無));現金 248M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 248M;投資 56M = MarketableSecuritiesNoncurrent@2026-06-30 56M;經營租賃 16M;稀釋股數 22.7M(XBRL 未拆季 2026-04-01→2026-06-30)。",True,5.285286091843734,中(3–6 倍),不足(現金投資 < 短債 ×2),齊,,True,True
MXL,86.2300033569336,62.7400016784668,-0.2724110027136861,-0.2903852918060243,47.44739996910095,0.3223064218339637,0.2813428690379855,221217023.71063232,"MAXLINEAR, INC",1288469,3674.0,Semiconductors & Related Devices,5223020883.528683,90693191.0,5690090955.56551,True,"MaxLinear, Inc.",0001288469,2026-06-30,568930000.0,-77575000.0,64814000.0,0.0,123926000.0,24271000.0,0.0,83383000.0,16467000.0,13159000.0,88610000.0,97333000.0,取數標籤:有息負債 124M = LongTermDebtNoncurrent@2026-06-30 124M(其中融資租賃 0M = (無));現金 65M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 65M;投資 0M = (無);經營租賃 24M;稀釋股數 97.3M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,5.063642436387927,中(3–6 倍),充裕,齊,,True,True
TTMI,172.44000244140625,125.5999984741211,-0.2716307312927638,-0.289605020385102,120.15420013427736,0.0453234121966426,0.107180016264289,341887614.3123627,TTM TECHNOLOGIES INC,1116942,3672.0,Printed Circuit Boards,12149884678.01953,105348864.0,13231817157.65039,True,"TTM TECHNOLOGIES, INC.",0001116942,2026-06-29,3377086000.0,334159000.0,507905000.0,0.0,992669000.0,114528000.0,4000000.0,599292000.0,322905000.0,338044000.0,61341000.0,107583000.0,"警告:少數股東權益 的候選標籤(MinorityInterest)全部缺 asof(2026-06-29)前後 200 日內的資料,最新只到 2017-10-02,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 取數標籤:有息負債 993M = LongTermDebtCurrent@2026-06-29 4M; LongTermDebt@2026-06-29 973M(其中融資租賃 15M = FinanceLeaseLiabilityNoncurrent@2026-06-29 15M);現金 508M = CashAndCashEquivalentsAtCarryingValue@2026-06-29 508M;投資 0M = (無);經營租賃 115M;稀釋股數 107.6M(XBRL 未拆季 2026-03-31→2026-06-29)。",True,1.855939053281925,低(≤3 倍),充裕,齊,,True,True
MWH,34.630001068115234,25.270000457763672,-0.2702858885837449,-0.2882601776760831,,,,50599573.21834564,"SOLV Energy, Inc.",2065636,1600.0,Heavy Construction Other Than Bldg Const - Contractors,,,,True,"SOLV Energy, Inc.",0002065636,2026-06-30,2571847000.0,129899000.0,363968000.0,0.0,0.0,0.0,0.0,-9574000.0,96875000.0,21273000.0,81642000.0,201682563.0,取數標籤:有息負債 0M = (無)(其中融資租賃 0M = (無));現金 364M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 364M;投資 0M = (無);經營租賃 0M;稀釋股數 201.7M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,-0.09882838709677419,淨現金,充裕,齊,,True,True
EBS,8.489999771118164,6.210000038146973,-0.2685512125368299,-0.2865255016291681,9.034700000286104,-0.3126501114646507,-0.0744552811228714,6161448.060846329,Emergent BioSolutions Inc.,1367644,2834.0,Pharmaceutical Preparations,318920139.162426,51273336.0,318407418.51592255,True,EMERGENT BIOSOLUTIONS INC.,0001367644,2026-06-30,770200000.0,-66000000.0,139700000.0,0.0,589700000.0,6400000.0,0.0,456400000.0,97700000.0,11800000.0,18900000.0,51600000.0,"警告:少數股東權益 的候選標籤(MinorityInterest)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2014-12-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 取數標籤:有息負債 590M = LongTermDebt@2026-06-30 590M(其中融資租賃 0M = (無));現金 140M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 140M;投資 0M = (無);經營租賃 6M;稀釋股數 51.6M(XBRL 未拆季 2026-04-01→2026-06-30)。",True,4.671443193449335,中(3–6 倍),充裕,齊,,True,True
CENX,63.90999984741211,46.77999877929688,-0.2680331890003732,-0.2860074780927114,49.50709987640381,-0.0550850505061947,0.0553031625700637,84382052.2972107,CENTURY ALUMINUM CO,949157,3334.0,Primary Production of  Aluminum,4630906219.258576,98993295.0,4630906219.258575,True,Century Aluminum Company,0000949157,2026-06-30,2667200000.0,674500000.0,343400000.0,0.0,480000000.0,24600000.0,0.0,292600000.0,340800000.0,189600000.0,54200000.0,104800000.0,取數標籤:有息負債 480M = DebtLongtermAndShorttermCombinedAmount@2026-06-30 480M(其中融資租賃 0M = (無));現金 343M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 343M;投資 0M = (無);經營租賃 25M;稀釋股數 104.8M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,0.8585680751173709,低(≤3 倍),充裕,齊,,True,True
CLS,426.5499877929688,312.3500061035156,-0.2677294220082863,-0.2857037111006245,328.0592491912841,-0.0478853838948122,0.0146981962093617,670644447.9919434,CELESTICA INC,1030894,3672.0,Printed Circuit Boards,33642608121.663025,114982086.0,35914655263.89496,True,CELESTICA INC,0001030894,2026-06-30,15594500000.0,1369800000.0,535700000.0,0.0,885900000.0,170800000.0,0.0,521000000.0,1144000000.0,625300000.0,78400000.0,116200000.0,"注意:有息負債取自合計標籤 LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities(按定義已含資本 / 融資租賃),而融資租賃 76M 另外再加了一次,可能重覆計數 9.3%。; 取數標籤:有息負債 886M = LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities@2026-06-30 810M(其中融資租賃 76M = FinanceLeaseLiabilityCurrent@2026-06-30 10M+FinanceLeaseLiabilityNoncurrent@2026-06-30 66M);現金 536M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 536M;投資 0M = (無);經營租賃 171M;稀釋股數 116.2M(XBRL 未拆季 2026-04-01→2026-06-30)。",True,0.4554195804195804,低(≤3 倍),充裕,齊,,True,True
