ticker,cik,valid_from,valid_to,display_name,verdict,evidence
MU,0000723125,1996-01-02,,Micron Technology,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000723125"
MUR,0000717423,2005-08-15,2017-07-26,,同一實體改名·非回收,"0000717423 的申報由 1994-02-04 至 2026-08-24,一路貫穿成分期 2005-08-15~2017-07-26(期內名稱:MURPHY OIL CORP /DE);成分期後改名為「MURPHY OIL CORP」是它自己改名,不是代號易主"
NAVI,0001593538,2014-05-01,2018-06-05,,今日對照·已核實,"成分期 2014-05-01~2018-06-05 結束後,0001593538 未改過名(現名 NAVIENT CORP);視為同一實體一路持有"
NBR,0001163739,2000-10-18,2015-03-23,,今日對照·已核實,"成分期 2000-10-18~2015-03-23 結束後,0001163739 未改過名(現名 NABORS INDUSTRIES LTD);視為同一實體一路持有"
NCLH,0001513761,2017-10-13,,Norwegian Cruise Line Holdings,今日對照,"成分期由 2017-10-13 起一路未結束,代號今日仍屬 0001513761"
NDAQ,0001120193,2008-10-22,,"Nasdaq, Inc.",今日對照,"成分期由 2008-10-22 起一路未結束,代號今日仍屬 0001120193"
NDSN,0000072331,2022-02-15,,Nordson Corporation,今日對照,"成分期由 2022-02-15 起一路未結束,代號今日仍屬 0000072331"
NEE,0000753308,1996-01-02,,NextEra Energy,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000753308"
NEM,0001164727,1996-01-02,,Newmont,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0001164727"
NFLX,0001065280,2010-12-20,,Netflix,今日對照,"成分期由 2010-12-20 起一路未結束,代號今日仍屬 0001065280"
NI,0001111711,2000-11-02,,NiSource,今日對照,"成分期由 2000-11-02 起一路未結束,代號今日仍屬 0001111711"
NKE,0000320187,1996-01-02,,"Nike, Inc.",今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000320187"
NKTR,0000906709,2018-03-19,2019-10-03,,今日對照·已核實,"成分期 2018-03-19~2019-10-03 結束後,0000906709 未改過名(現名 NEKTAR THERAPEUTICS);視為同一實體一路持有"
NOC,0001133421,1996-01-02,,Northrop Grumman,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0001133421"
NOV,0001021860,2005-03-14,2021-09-20,,今日對照·已核實,"成分期 2005-03-14~2021-09-20 結束後,0001021860 未改過名(現名 NOV Inc.);視為同一實體一路持有"
NOW,0001373715,2019-11-21,,ServiceNow,今日對照,"成分期由 2019-11-21 起一路未結束,代號今日仍屬 0001373715"
NRG,0001013871,2010-01-29,,NRG Energy,今日對照,"成分期由 2010-01-29 起一路未結束,代號今日仍屬 0001013871"
NSC,0000702165,1996-01-02,,Norfolk Southern,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000702165"
NTAP,0001002047,1999-06-25,,NetApp,今日對照,"成分期由 1999-06-25 起一路未結束,代號今日仍屬 0001002047"
NTRS,0000073124,1998-01-30,,Northern Trust,今日對照,"成分期由 1998-01-30 起一路未結束,代號今日仍屬 0000073124"
NUE,0000073309,1996-01-02,,Nucor,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000073309"
NVDA,0001045810,2001-11-30,,Nvidia,今日對照,"成分期由 2001-11-30 起一路未結束,代號今日仍屬 0001045810"
NVR,0000906163,2019-09-26,,"NVR, Inc.",今日對照,"成分期由 2019-09-26 起一路未結束,代號今日仍屬 0000906163"
NWL,0000814453,1996-01-02,2023-09-18,,今日對照·已核實,"成分期 1996-01-02~2023-09-18 結束後,0000814453 未改過名(現名 NEWELL BRANDS INC.);視為同一實體一路持有"
NWSA,0001564708,2013-07-01,,News Corp (Class A),今日對照,"成分期由 2013-07-01 起一路未結束,代號今日仍屬 0001564708"
NXPI,0001413447,2021-03-22,,NXP Semiconductors,今日對照,"成分期由 2021-03-22 起一路未結束,代號今日仍屬 0001413447"
O,0000726728,2015-04-07,,Realty Income,今日對照,"成分期由 2015-04-07 起一路未結束,代號今日仍屬 0000726728"
ODFL,0000878927,2019-12-09,,Old Dominion,今日對照,"成分期由 2019-12-09 起一路未結束,代號今日仍屬 0000878927"
OGN,0001821825,2021-06-04,2023-10-18,,今日對照·已核實,"成分期 2021-06-04~2023-10-18 結束後,0001821825 未改過名(現名 Organon & Co.);視為同一實體一路持有"
OI,0000812074,2009-01-02,2016-12-02,,同一實體改名·非回收,"0000812074 的申報由 1994-01-07 至 2026-08-14,一路貫穿成分期 2009-01-02~2016-12-02(期內名稱:OWENS ILLINOIS INC /DE/);成分期後改名為「O-I Glass, Inc. /DE/」是它自己改名,不是代號易主"
OKE,0001039684,2010-03-15,,Oneok,今日對照,"成分期由 2010-03-15 起一路未結束,代號今日仍屬 0001039684"
OMC,0000029989,1997-12-24,,Omnicom Group,今日對照,"成分期由 1997-12-24 起一路未結束,代號今日仍屬 0000029989"
ON,0001097864,2022-06-21,,ON Semiconductor,今日對照,"成分期由 2022-06-21 起一路未結束,代號今日仍屬 0001097864"
ORCL,0001341439,1996-01-02,,Oracle Corporation,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0001341439"
ORLY,0000898173,2009-03-27,,O'Reilly Automotive,今日對照,"成分期由 2009-03-27 起一路未結束,代號今日仍屬 0000898173"
OTIS,0001781335,2020-04-03,,Otis Worldwide,今日對照,"成分期由 2020-04-03 起一路未結束,代號今日仍屬 0001781335"
OXY,0000797468,1996-01-02,,Occidental Petroleum,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000797468"
PANW,0001327567,2023-06-20,,Palo Alto Networks,今日對照,"成分期由 2023-06-20 起一路未結束,代號今日仍屬 0001327567"
PARA,0001826011,2022-02-17,2025-08-08,,今日對照·已核實,"成分期 2022-02-17~2025-08-08 結束後,0001826011 未改過名(現名 Banzai International, Inc.);視為同一實體一路持有"
PAYC,0001590955,2020-01-28,2026-03-23,,今日對照·已核實,"成分期 2020-01-28~2026-03-23 結束後,0001590955 未改過名(現名 Paycom Software, Inc.);視為同一實體一路持有"
PAYX,0000723531,1998-10-01,,Paychex,今日對照,"成分期由 1998-10-01 起一路未結束,代號今日仍屬 0000723531"
PBI,0000078814,1996-01-02,2017-03-01,,今日對照·已核實,"成分期 1996-01-02~2017-03-01 結束後,0000078814 未改過名(現名 PITNEY BOWES INC /DE/);視為同一實體一路持有"
PCAR,0000075362,1996-01-02,,Paccar,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000075362"
PCG,0001004980,1996-01-02,2019-01-18,PG&E Corporation,人手待辨,"今日持有人 0001004980 的申報由 1996-02-21 起,蓋不住成分期 1996-01-02~2019-01-18,它不可能是當時的持有人;它在成分期後才取得名稱(PG&E Corp);但名稱表上找不到一個同名、申報整段覆蓋成分期、而又在它取用該名稱之前已放低該名稱的候選,認不出當時屬誰;其第一份申報 1996-02-21 落在成分期之內,可能是期中成立的繼承實體,排除不了,暫時保留原錨"
PEG,0000788784,1996-01-02,,Public Service Enterprise Group,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000788784"
PENN,0000921738,2021-03-22,2022-09-19,,今日對照·已核實,"成分期 2021-03-22~2022-09-19 結束後,0000921738 未改過名(現名 PENN Entertainment, Inc.);視為同一實體一路持有"
PEP,0000077476,1996-01-02,,PepsiCo,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000077476"
PFE,0000078003,1996-01-02,,Pfizer,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000078003"
PFG,0001126328,2002-07-22,,Principal Financial Group,今日對照,"成分期由 2002-07-22 起一路未結束,代號今日仍屬 0001126328"
PG,0000080424,1996-01-02,,Procter & Gamble,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000080424"
PGR,0000080661,1997-08-04,,Progressive Corporation,今日對照,"成分期由 1997-08-04 起一路未結束,代號今日仍屬 0000080661"
PH,0000076334,1996-01-02,,Parker Hannifin,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000076334"
PHM,0000822416,1996-01-02,,PulteGroup,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000822416"
PKG,0000075677,2017-07-26,,Packaging Corporation of America,今日對照,"成分期由 2017-07-26 起一路未結束,代號今日仍屬 0000075677"
PLD,0001045609,2003-07-17,,Prologis,今日對照,"成分期由 2003-07-17 起一路未結束,代號今日仍屬 0001045609"
PLTR,0001321655,2024-09-23,,Palantir Technologies,今日對照,"成分期由 2024-09-23 起一路未結束,代號今日仍屬 0001321655"
PM,0001413329,2008-03-31,,Philip Morris International,今日對照,"成分期由 2008-03-31 起一路未結束,代號今日仍屬 0001413329"
PNC,0000713676,1996-01-02,,PNC Financial Services,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000713676"
PNR,0000077360,2012-10-01,,Pentair,今日對照,"成分期由 2012-10-01 起一路未結束,代號今日仍屬 0000077360"
PNW,0000764622,1999-10-04,,Pinnacle West Capital,今日對照,"成分期由 1999-10-04 起一路未結束,代號今日仍屬 0000764622"
PODD,0001145197,2023-03-15,,Insulet Corporation,今日對照,"成分期由 2023-03-15 起一路未結束,代號今日仍屬 0001145197"
POOL,0000945841,2020-10-07,2026-06-22,,今日對照·已核實,"成分期 2020-10-07~2026-06-22 結束後,0000945841 未改過名(現名 POOL CORP);視為同一實體一路持有"
PPG,0000079879,1996-01-02,,PPG Industries,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000079879"
PPL,0000922224,1996-01-02,,PPL Corporation,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000922224"
PRGO,0001585364,2011-12-19,2021-09-20,,今日對照·已核實,"成分期 2011-12-19~2021-09-20 結束後,0001585364 未改過名(現名 PERRIGO Co plc);視為同一實體一路持有"
PRU,0001137774,2002-07-22,,Prudential Financial,今日對照,"成分期由 2002-07-22 起一路未結束,代號今日仍屬 0001137774"
PSA,0001393311,2005-08-19,,Public Storage,今日對照,"成分期由 2005-08-19 起一路未結束,代號今日仍屬 0001393311"
PSKY,0002041610,2025-08-08,,Paramount Skydance Corporation,今日對照,"成分期由 2025-08-08 起一路未結束,代號今日仍屬 0002041610"
PSX,0001534701,2012-05-01,,Phillips 66,今日對照,"成分期由 2012-05-01 起一路未結束,代號今日仍屬 0001534701"
PTC,0000857005,2021-04-20,,PTC Inc.,今日對照,"成分期由 2021-04-20 起一路未結束,代號今日仍屬 0000857005"
PVH,0000078239,2013-02-14,2022-09-19,,今日對照·已核實,"成分期 2013-02-14~2022-09-19 結束後,0000078239 未改過名(現名 PVH CORP. /DE/);視為同一實體一路持有"
PWR,0001050915,2009-07-01,,Quanta Services,今日對照,"成分期由 2009-07-01 起一路未結束,代號今日仍屬 0001050915"
PYPL,0001633917,2015-07-20,,PayPal,今日對照,"成分期由 2015-07-20 起一路未結束,代號今日仍屬 0001633917"
Q,0002058873,2025-11-03,,Qnity Electronics,今日對照,"成分期由 2025-11-03 起一路未結束,代號今日仍屬 0002058873"
QCOM,0000804328,1999-07-22,,Qualcomm,今日對照,"成分期由 1999-07-22 起一路未結束,代號今日仍屬 0000804328"
QRVO,0001604778,2015-06-12,2024-12-23,,今日對照·已核實,"成分期 2015-06-12~2024-12-23 結束後,0001604778 未改過名(現名 Qorvo, Inc.);視為同一實體一路持有"
R,0000085961,1996-01-02,2017-06-19,,今日對照·已核實,"成分期 1996-01-02~2017-06-19 結束後,0000085961 未改過名(現名 RYDER SYSTEM INC);視為同一實體一路持有"
RCL,0000884887,2014-12-05,,Royal Caribbean Group,今日對照,"成分期由 2014-12-05 起一路未結束,代號今日仍屬 0000884887"
RDDT,0001713445,2026-08-18,,Reddit,今日對照,"成分期由 2026-08-18 起一路未結束,代號今日仍屬 0001713445"
REG,0000910606,2017-03-02,,Regency Centers,今日對照,"成分期由 2017-03-02 起一路未結束,代號今日仍屬 0000910606"
REGN,0000872589,2013-05-01,,Regeneron Pharmaceuticals,今日對照,"成分期由 2013-05-01 起一路未結束,代號今日仍屬 0000872589"
RF,0001281761,1998-08-28,,Regions Financial Corporation,今日對照,"成分期由 1998-08-28 起一路未結束,代號今日仍屬 0001281761"
RHI,0000315213,2000-12-05,2024-06-24,,今日對照·已核實,"成分期 2000-12-05~2024-06-24 結束後,0000315213 未改過名(現名 ROBERT HALF INC.);視為同一實體一路持有"
RIG,0001451505,2013-10-29,2017-07-26,,今日對照·已核實,"成分期 2013-10-29~2017-07-26 結束後,0001451505 未改過名(現名 Transocean Ltd.);視為同一實體一路持有"
RJF,0000720005,2017-03-20,,Raymond James Financial,今日對照,"成分期由 2017-03-20 起一路未結束,代號今日仍屬 0000720005"
RL,0001037038,2007-02-02,,Ralph Lauren Corporation,今日對照,"成分期由 2007-02-02 起一路未結束,代號今日仍屬 0001037038"
RMD,0000943819,2017-07-26,,ResMed|,今日對照,"成分期由 2017-07-26 起一路未結束,代號今日仍屬 0000943819"
ROK,0001024478,1996-01-02,,Rockwell Automation,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0001024478"
ROL,0000084839,2018-10-01,,"Rollins, Inc.",今日對照,"成分期由 2018-10-01 起一路未結束,代號今日仍屬 0000084839"
ROP,0000882835,2009-12-23,,Roper Technologies,今日對照,"成分期由 2009-12-23 起一路未結束,代號今日仍屬 0000882835"
ROST,0000745732,2009-12-21,,Ross Stores,今日對照,"成分期由 2009-12-21 起一路未結束,代號今日仍屬 0000745732"
RRC,0000315852,2007-12-21,2018-06-18,,今日對照·已核實,"成分期 2007-12-21~2018-06-18 結束後,0000315852 未改過名(現名 RANGE RESOURCES CORP);視為同一實體一路持有"
RSG,0001060391,2008-12-05,,Republic Services,今日對照,"成分期由 2008-12-05 起一路未結束,代號今日仍屬 0001060391"
RTX,0000101829,2020-04-03,,RTX Corporation,今日對照,"成分期由 2020-04-03 起一路未結束,代號今日仍屬 0000101829"
RVTY,0000031791,2023-05-16,,Revvity,今日對照,"成分期由 2023-05-16 起一路未結束,代號今日仍屬 0000031791"
SBAC,0001034054,2017-09-01,,SBA Communications,今日對照,"成分期由 2017-09-01 起一路未結束,代號今日仍屬 0001034054"
SBUX,0000829224,2000-06-08,,Starbucks,今日對照,"成分期由 2000-06-08 起一路未結束,代號今日仍屬 0000829224"
SCG,,2009-01-02,2019-01-02,,佔位錨,"成分期 2009-01-02~2019-01-02 已結束,今日的代號→CIK 對照查無此代號;名稱表沒有代號一欄,單憑代號認不出當時屬誰"
SCHW,0000316709,1997-06-02,,Charles Schwab Corporation,今日對照,"成分期由 1997-06-02 起一路未結束,代號今日仍屬 0000316709"
SEDG,0001419612,2021-12-20,2023-12-18,,今日對照·已核實,"成分期 2021-12-20~2023-12-18 結束後,0001419612 未改過名(現名 SOLAREDGE TECHNOLOGIES, INC.);視為同一實體一路持有"
SHW,0000089800,1996-01-02,,Sherwin-Williams,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000089800"
SIG,0000832988,2015-07-29,2018-03-19,,今日對照·已核實,"成分期 2015-07-29~2018-03-19 結束後,0000832988 未改過名(現名 SIGNET JEWELERS LTD);視為同一實體一路持有"
SJM,0000091419,2008-11-06,,J.M. Smucker Company (The),今日對照,"成分期由 2008-11-06 起一路未結束,代號今日仍屬 0000091419"
SLB,0000087347,1996-01-02,,Schlumberger,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000087347"
SLG,0001040971,2015-03-23,2021-03-22,,今日對照·已核實,"成分期 2015-03-23~2021-03-22 結束後,0001040971 未改過名(現名 SL GREEN REALTY CORP);視為同一實體一路持有"
SMCI,0001375365,2024-03-18,,Supermicro,今日對照,"成分期由 2024-03-18 起一路未結束,代號今日仍屬 0001375365"
SNA,0000091440,1996-01-02,,Snap-on,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000091440"
SNDK,0002023554,2025-11-28,,Sandisk,今日對照,"成分期由 2025-11-28 起一路未結束,代號今日仍屬 0002023554"
SNPS,0000883241,2017-03-16,,Synopsys,今日對照,"成分期由 2017-03-16 起一路未結束,代號今日仍屬 0000883241"
SO,0000092122,1996-01-02,,Southern Company,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000092122"
SOLS,0002064953,2025-10-30,2025-12-22,,今日對照·已核實,"成分期 2025-10-30~2025-12-22 結束後,0002064953 未改過名(現名 Solstice Advanced Materials Inc.);視為同一實體一路持有"
SOLV,0001964738,2024-04-01,,Solventum,今日對照,"成分期由 2024-04-01 起一路未結束,代號今日仍屬 0001964738"
SPG,0001063761,2002-06-26,,Simon Property Group,今日對照,"成分期由 2002-06-26 起一路未結束,代號今日仍屬 0001063761"
SPGI,0000064040,1996-01-02,,S&P Global,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000064040"
SRE,0001032208,1998-06-29,,Sempra,今日對照,"成分期由 1998-06-29 起一路未結束,代號今日仍屬 0001032208"
STE,0001757898,2019-12-23,,Steris,今日對照,"成分期由 2019-12-23 起一路未結束,代號今日仍屬 0001757898"
STLD,0001022671,2022-12-22,,Steel Dynamics,今日對照,"成分期由 2022-12-22 起一路未結束,代號今日仍屬 0001022671"
STT,0000093751,1997-08-18,,State Street Corporation,今日對照,"成分期由 1997-08-18 起一路未結束,代號今日仍屬 0000093751"
STX,0001137789,2012-07-02,,Seagate Technology,今日對照,"成分期由 2012-07-02 起一路未結束,代號今日仍屬 0001137789"
STZ,0000016918,2005-07-05,,Constellation Brands,今日對照,"成分期由 2005-07-05 起一路未結束,代號今日仍屬 0000016918"
SW,0002005951,2024-07-08,,Smurfit Westrock,今日對照,"成分期由 2024-07-08 起一路未結束,代號今日仍屬 0002005951"
SWK,0000093556,1996-01-02,,Stanley Black & Decker,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000093556"
SWKS,0000004127,2015-03-12,,Skyworks Solutions,今日對照,"成分期由 2015-03-12 起一路未結束,代號今日仍屬 0000004127"
SYF,0001601712,2015-11-18,,Synchrony Financial,今日對照,"成分期由 2015-11-18 起一路未結束,代號今日仍屬 0001601712"
SYK,0000310764,2000-12-12,,Stryker Corporation,今日對照,"成分期由 2000-12-12 起一路未結束,代號今日仍屬 0000310764"
SYY,0000096021,1996-01-02,,Sysco,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000096021"
T,0000732717,1996-01-02,,AT&T,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000732717"
TAP,0000024545,1996-01-02,,Molson Coors Beverage Company,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000024545"
TDC,0000816761,2007-10-01,2017-06-19,,同一實體改名·非回收,"0000816761 的申報由 2007-05-10 至 2026-08-18,一路貫穿成分期 2007-10-01~2017-06-19(期內名稱:TERADATA CORP /DE/);成分期後改名為「TERADATA CORP /DE/」是它自己改名,不是代號易主"
TDG,0001260221,2016-06-03,,TransDigm Group,今日對照,"成分期由 2016-06-03 起一路未結束,代號今日仍屬 0001260221"
TDY,0001094285,2020-06-22,,Teledyne Technologies,今日對照,"成分期由 2020-06-22 起一路未結束,代號今日仍屬 0001094285"
TECH,0000842023,2021-08-30,,Bio-Techne,今日對照,"成分期由 2021-08-30 起一路未結束,代號今日仍屬 0000842023"
TEL,0001385157,2011-10-17,,TE Connectivity,今日對照,"成分期由 2011-10-17 起一路未結束,代號今日仍屬 0001385157"
TER,0000097210,2020-09-21,,Teradyne,今日對照,"成分期由 2020-09-21 起一路未結束,代號今日仍屬 0000097210"
TFC,0000092230,2019-12-09,,Truist Financial,今日對照,"成分期由 2019-12-09 起一路未結束,代號今日仍屬 0000092230"
TFX,0000096943,2019-01-18,2025-03-24,,今日對照·已核實,"成分期 2019-01-18~2025-03-24 結束後,0000096943 未改過名(現名 TELEFLEX INC);視為同一實體一路持有"
TGT,0000027419,1996-01-02,,Target Corporation,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000027419"
THC,0000070318,1996-01-02,2016-04-18,,今日對照·已核實,"成分期 1996-01-02~2016-04-18 結束後,0000070318 未改過名(現名 TENET HEALTHCARE CORP);視為同一實體一路持有"
TJX,0000109198,1996-01-02,,TJX Companies,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000109198"
TKO,0001973266,2025-03-24,,TKO Group Holdings,今日對照,"成分期由 2025-03-24 起一路未結束,代號今日仍屬 0001973266"
TMO,0000097745,1997-01-02,,Thermo Fisher Scientific,今日對照,"成分期由 1997-01-02 起一路未結束,代號今日仍屬 0000097745"
TMUS,0001283699,2019-07-15,,T-Mobile US,今日對照,"成分期由 2019-07-15 起一路未結束,代號今日仍屬 0001283699"
TPL,0001811074,2024-11-26,,Texas Pacific Land Corporation,今日對照,"成分期由 2024-11-26 起一路未結束,代號今日仍屬 0001811074"
TPR,0001116132,2004-09-01,,"Tapestry, Inc.",今日對照,"成分期由 2004-09-01 起一路未結束,代號今日仍屬 0001116132"
TRGP,0001389170,2022-10-12,,Targa Resources,今日對照,"成分期由 2022-10-12 起一路未結束,代號今日仍屬 0001389170"
TRIP,0001526520,2011-12-21,2019-12-23,,今日對照·已核實,"成分期 2011-12-21~2019-12-23 結束後,0001526520 未改過名(現名 TripAdvisor, Inc.);視為同一實體一路持有"
TRMB,0000864749,2021-01-21,,Trimble Inc.,今日對照,"成分期由 2021-01-21 起一路未結束,代號今日仍屬 0000864749"
TROW,0001113169,1999-10-13,,T. Rowe Price,今日對照,"成分期由 1999-10-13 起一路未結束,代號今日仍屬 0001113169"
TRV,0000086312,1996-01-02,,Travelers Companies (The),今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000086312"
TSCO,0000916365,2014-01-24,,Tractor Supply,今日對照,"成分期由 2014-01-24 起一路未結束,代號今日仍屬 0000916365"
TSLA,0001318605,2020-12-21,,"Tesla, Inc.",今日對照,"成分期由 2020-12-21 起一路未結束,代號今日仍屬 0001318605"
TSN,0000100493,2005-08-11,,Tyson Foods,今日對照,"成分期由 2005-08-11 起一路未結束,代號今日仍屬 0000100493"
TT,0001466258,2020-03-03,,Trane Technologies,今日對照,"成分期由 2020-03-03 起一路未結束,代號今日仍屬 0001466258"
TTD,0001671933,2025-07-18,,Trade Desk (The),今日對照,"成分期由 2025-07-18 起一路未結束,代號今日仍屬 0001671933"
TTWO,0000946581,2018-03-19,,Take-Two Interactive,今日對照,"成分期由 2018-03-19 起一路未結束,代號今日仍屬 0000946581"
TWX,,1996-01-02,2018-06-15,,佔位錨,"成分期 1996-01-02~2018-06-15 已結束,今日的代號→CIK 對照查無此代號;名稱表沒有代號一欄,單憑代號認不出當時屬誰"
TXN,0000097476,1996-01-02,,Texas Instruments,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000097476"
TXT,0000217346,1996-01-02,,Textron,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000217346"
TYL,0000860731,2020-06-22,,Tyler Technologies,今日對照,"成分期由 2020-06-22 起一路未結束,代號今日仍屬 0000860731"
UAA,0001336917,2014-05-01,2022-06-21,,今日對照·已核實,"成分期 2014-05-01~2022-06-21 結束後,0001336917 未改過名(現名 Under Armour, Inc.);視為同一實體一路持有"
UAL,0000100517,2015-09-03,,United Airlines Holdings,今日對照,"成分期由 2015-09-03 起一路未結束,代號今日仍屬 0000100517"
UBER,0001543151,2023-12-18,,Uber,今日對照,"成分期由 2023-12-18 起一路未結束,代號今日仍屬 0001543151"
UDR,0000074208,2016-03-07,,"UDR, Inc.",今日對照,"成分期由 2016-03-07 起一路未結束,代號今日仍屬 0000074208"
UHS,0000352915,2014-09-22,,Universal Health Services,今日對照,"成分期由 2014-09-22 起一路未結束,代號今日仍屬 0000352915"
ULTA,0001403568,2016-04-18,,Ulta Beauty,今日對照,"成分期由 2016-04-18 起一路未結束,代號今日仍屬 0001403568"
UNH,0000731766,1996-01-02,,UnitedHealth Group,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000731766"
UNM,0000005513,1996-01-02,2021-09-20,,今日對照·已核實,"成分期 1996-01-02~2021-09-20 結束後,0000005513 未改過名(現名 Unum Group);視為同一實體一路持有"
UNP,0000100885,1996-01-02,,Union Pacific Corporation,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000100885"
UPS,0001090727,2002-07-22,,United Parcel Service,今日對照,"成分期由 2002-07-22 起一路未結束,代號今日仍屬 0001090727"
URBN,0000912615,2010-02-08,2017-03-20,,今日對照·已核實,"成分期 2010-02-08~2017-03-20 結束後,0000912615 未改過名(現名 URBAN OUTFITTERS INC);視為同一實體一路持有"
URI,0001067701,2014-09-22,,United Rentals,今日對照,"成分期由 2014-09-22 起一路未結束,代號今日仍屬 0001067701"
USB,0000036104,1996-01-02,,U.S. Bancorp,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000036104"
V,0001403161,2009-12-21,,Visa Inc.,今日對照,"成分期由 2009-12-21 起一路未結束,代號今日仍屬 0001403161"
VEEV,0001393052,2026-05-07,,Veeva Systems,今日對照,"成分期由 2026-05-07 起一路未結束,代號今日仍屬 0001393052"
VFC,0000103379,1996-01-02,2024-04-01,,今日對照·已核實,"成分期 1996-01-02~2024-04-01 結束後,0000103379 未改過名(現名 V F CORP);視為同一實體一路持有"
VICI,0001705696,2022-06-08,,Vici Properties,今日對照,"成分期由 2022-06-08 起一路未結束,代號今日仍屬 0001705696"
VLO,0001035002,2004-04-29,,Valero Energy,今日對照,"成分期由 2004-04-29 起一路未結束,代號今日仍屬 0001035002"
VLTO,0001967680,2023-10-02,,Veralto,今日對照,"成分期由 2023-10-02 起一路未結束,代號今日仍屬 0001967680"
VMC,0001396009,1999-07-01,,Vulcan Materials Company,今日對照,"成分期由 1999-07-01 起一路未結束,代號今日仍屬 0001396009"
VMRK,0000906107,2001-12-03,,Vivmark Residential,今日對照,"成分期由 2001-12-03 起一路未結束,代號今日仍屬 0000906107"
VNO,0000899689,2005-08-12,2023-01-04,,今日對照·已核實,"成分期 2005-08-12~2023-01-04 結束後,0000899689 未改過名(現名 VORNADO REALTY TRUST);視為同一實體一路持有"
VNT,0001786842,2020-10-12,2021-03-22,,今日對照·已核實,"成分期 2020-10-12~2021-03-22 結束後,0001786842 未改過名(現名 Vontier Corp);視為同一實體一路持有"
VRSK,0001442145,2015-10-08,,Verisk Analytics,今日對照,"成分期由 2015-10-08 起一路未結束,代號今日仍屬 0001442145"
VRSN,0001014473,2006-02-01,,Verisign,今日對照,"成分期由 2006-02-01 起一路未結束,代號今日仍屬 0001014473"
VRT,0001674101,2026-03-23,,Vertiv,今日對照,"成分期由 2026-03-23 起一路未結束,代號今日仍屬 0001674101"
VRTX,0000875320,2013-09-23,,Vertex Pharmaceuticals,今日對照,"成分期由 2013-09-23 起一路未結束,代號今日仍屬 0000875320"
VST,0001692819,2024-05-08,,Vistra Corp.,今日對照,"成分期由 2024-05-08 起一路未結束,代號今日仍屬 0001692819"
VTR,0000740260,2009-03-04,,Ventas,今日對照,"成分期由 2009-03-04 起一路未結束,代號今日仍屬 0000740260"
VTRS,0001792044,2020-11-17,,Viatris,今日對照,"成分期由 2020-11-17 起一路未結束,代號今日仍屬 0001792044"
VZ,0000732712,1996-01-02,,Verizon,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000732712"
WAB,0000943452,2019-02-27,,Wabtec,今日對照,"成分期由 2019-02-27 起一路未結束,代號今日仍屬 0000943452"
WAT,0001000697,2002-01-02,,Waters Corporation,今日對照,"成分期由 2002-01-02 起一路未結束,代號今日仍屬 0001000697"
WBD,0001437107,2022-04-11,,Warner Bros. Discovery,今日對照,"成分期由 2022-04-11 起一路未結束,代號今日仍屬 0001437107"
