event_id,kind,year,bucket,accessionNumber,cik,ticker,reaction_date,signal_q_end,fiscal_quarter,improvement_type,C1_implied_yoy,C1_basis,C1_estimated,C1_guidance_mid_usd,C1_guidance_scale,C1_next_q_implied_rev,C1_next_q_prior_rev,C1_note,C1_snippet,C2_prev4_avg_yoy,C2_n_quarters,C2_n_hist_after_T1,C2_note,C3_g0_text,C3_g0_xbrl
B029,backup,2022,醫療,0001564590-22-028940,0000718937,STAA,2022-08-11,2022-07-01,2022Q3,加速,1.513783,本財年餘下季度(去年同季佔比分配;比例分配下與下一季增速同值),真,295000000.0,句中單位字,74932792.92,58352000.0,本財年已完成 2 季;指引 295 + 單位判讀(句中單位字);句中年份 2022,"Finally, we are today reaffirming our previously provided outlook for fiscal 2022 net sales of approximately $295 million, which takes into account a significant currency headwind and a continuation of the current level of COVID-19 related challenges in China and elsewhere, offset by stronger than e",5.823363,4,0,"基數效應(去年同季接近零),數值不可直接比",0.300367,0.300383
B030,backup,2022,科技與軟件,0001828016-22-000011,0001828016,PLTK,2022-02-25,2021-12-31,2021Q4,加速,,,,,,,,無可比財年收入指引(解析器未抽到),,,3,0,可用歷史季不足 4(得 3),0.131648,0.131648
B031,backup,2022,消費與零售,0001345016-22-000053,0001345016,YELP,2022-08-05,2022-06-30,2022Q2,指引,-0.773417,下一財年(分母=以去年同季佔比推當財年總額),真,275000000.0,往年收入量級,,,本財年已完成 2 季;指引 275 + 單位判讀(往年收入量級),Raises full-year outlook to $1.18 billion to $1.20 billion of Net revenue and $265 million to $285 million of Adjusted EBITDA 1,0.276198,4,0,,0.162574,0.162123
B032,backup,2022,製造與工業,0001062231-22-000035,0001062231,DCH,2022-08-05,2022-06-30,2022Q2,加速,,,,,,,,無可比財年收入指引(解析器未抽到),,0.303751,4,0,,0.122107,0.120782
B033,backup,2023,醫療,0001770787-23-000006,0001770787,TXG,2023-02-16,2022-12-31,2022Q4,加速,0.142505,下一財年(分母=以去年同季佔比推當財年總額),真,590000000.0,往年收入量級,,,本財年已完成 4 季;指引 590 + 單位判讀(往年收入量級);句中年份 2023,"10x Genomics expects full year 2023 revenue to be in the range of $580 million to $600 million, representing 12% to 16% growth over full year 2022 revenue.",0.099113,4,0,,0.088274,0.088497
B034,backup,2023,科技與軟件,0001810806-23-000057,0001810806,U,2023-05-11,2023-03-31,2023Q1,加速,-0.519095,本財年餘下季度(去年同季佔比分配;比例分配下與下一季增速同值),真,515000000.0,往年收入量級,4060529.09,297043000.0,本財年已完成 1 季;指引 515 + 單位判讀(往年收入量級);句中年份 2023,© 2023 Unity Technologies — 7 Q2 2023 FY 2023 Total Revenue $510 – 520 million $2.08 – 2.20 billion Adjusted EBITDA1 $50 – 60 million $250 – 300 million Adjusted EBITDA margin 10% – 12% 12% – 14% (1) A reconciliation of non-GAAP guidance measures to corresponding GAAP measures is not available on a ,0.251201,4,0,,0.561885,0.563013
B035,backup,2023,消費與零售,0001616707-23-000094,0001616707,W,2023-08-03,2023-06-30,2023Q2,加速,,,,,,,,無可比財年收入指引(解析器未抽到),,-0.089574,4,0,,-0.034409,-0.034409
B036,backup,2023,製造與工業,0000874238-23-000103,0000874238,STRL,2023-08-08,2023-06-30,2023Q2,加速,,,,,,,,無可比財年收入指引(解析器未抽到),,0.045755,4,0,,0.022978,0.023027
B037,backup,2024,醫療,0000950170-24-050568,0001756262,TMDX,2024-05-01,2024-03-31,2024Q1,指引,0.974319,本財年餘下季度(去年同季佔比分配;比例分配下與下一季增速同值),真,395000000.0,往年收入量級,78185224.85,52465000.0,本財年已完成 1 季;指引 395 + 單位判讀(往年收入量級);句中年份 2024,"TransMedics is raising its full year 2024 revenue guidance to be in the range of $390 million to $400 million, which represents 61% to 66% growth compared to the company’s prior year revenue.",1.623507,4,0,,1.331905,1.330702
B038,backup,2024,科技與軟件,0001469367-24-000144,0001469367,RUN,2024-08-07,2024-06-30,2024Q2,加速,,,,,,,,無可比財年收入指引(解析器未抽到),,-0.11858,4,0,,-0.112324,-0.112382
B039,backup,2024,消費與零售,0000701985-24-000029,0000701985,BBWI,2024-11-25,2024-11-02,2024Q4,加速,,,,,,,,無可比財年收入指引(解析器未抽到),,-0.011997,4,0,,0.03073,0.03073
B040,backup,2024,製造與工業,0000913142-24-000027,0000913142,BDC,2024-08-01,2024-06-30,2024Q2,加速,,,,,,,,無可比財年收入指引(解析器未抽到),,-0.088888,4,0,,-0.127477,-0.126991
B041,backup,2025,醫療,0001437749-25-005802,0001001316,TGTX,2025-03-03,2024-12-31,2024Q4,加速,0.641324,下一財年(分母=以去年同季佔比推當財年總額),真,540000000.0,句中單位字,,,本財年已完成 4 季;指引 540 + 單位判讀(句中單位字);句中年份 2025,"Full Year 2025 target total global revenue of approximately $540 million, including BRIUMVI U.S.",139.712102,4,0,"基數效應(去年同季接近零),數值不可直接比",1.460372,1.460372
B042,backup,2025,科技與軟件,0001451809-25-000086,0001451809,SITM,2025-05-08,2025-03-31,2025Q1,加速,,,,,,,,無可比財年收入指引(解析器未抽到),,0.418474,4,0,,0.826055,0.826479
B043,backup,2025,科技與軟件,0000950170-25-074348,0000078749,AGYS,2025-05-20,2025-03-31,2025Q1,加速,0.124711,下一財年(分母=以去年同季佔比推當財年總額),真,310000000.0,往年收入量級,,,本財年已完成 4 季;指引 310 + 單位判讀(往年收入量級);句中年份 2026,"""We expect fiscal year 2026 full year revenue to be in the $308 million to $312 million range inclusive of 25% subscription revenue growth and Adjusted EBITDA at 20% of revenue.",0.155646,4,0,,0.194131,0.193681
B044,backup,2025,製造與工業,0001213900-25-015314,0001180262,HLF,2025-02-20,2024-12-31,2024Q4,加速,,,,,,,,無可比財年收入指引(解析器未抽到),,-0.004582,4,0,,-0.006255,-0.006255
