year,field,companies_in_panel,has_value,custom_tag_only,custom_tag_measurable,no_value,pct_has_value,note
2022,net_income,638,637,0,False,1,0.9984,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2022,revenue,638,630,0,False,8,0.9875,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2023,assets,635,634,0,False,1,0.9984,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2023,capex,635,580,0,False,55,0.9134,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2023,cash,635,634,0,False,1,0.9984,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2023,cfo,635,632,0,False,3,0.9953,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2023,diluted_shares,635,628,0,False,7,0.989,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2023,equity,635,633,0,False,2,0.9969,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2023,gross_profit,635,328,0,False,307,0.5165,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2023,liabilities,635,475,0,False,160,0.748,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2023,lt_debt,635,580,0,False,55,0.9134,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2023,net_income,635,634,0,False,1,0.9984,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2023,revenue,635,628,0,False,7,0.989,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2024,assets,638,637,0,False,1,0.9984,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2024,capex,638,584,0,False,54,0.9154,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2024,cash,638,637,0,False,1,0.9984,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2024,cfo,638,636,0,False,2,0.9969,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2024,diluted_shares,638,634,0,False,4,0.9937,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2024,equity,638,636,0,False,2,0.9969,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2024,gross_profit,638,336,0,False,302,0.5266,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2024,liabilities,638,478,0,False,160,0.7492,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2024,lt_debt,638,585,0,False,53,0.9169,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2024,net_income,638,637,0,False,1,0.9984,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2024,revenue,638,632,0,False,6,0.9906,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2025,assets,636,635,0,False,1,0.9984,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2025,capex,636,582,0,False,54,0.9151,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2025,cash,636,635,0,False,1,0.9984,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2025,cfo,636,633,0,False,3,0.9953,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2025,diluted_shares,636,631,0,False,5,0.9921,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2025,equity,636,634,0,False,2,0.9969,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2025,gross_profit,636,336,0,False,300,0.5283,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2025,liabilities,636,478,0,False,158,0.7516,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2025,lt_debt,636,582,0,False,54,0.9151,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2025,net_income,636,635,0,False,1,0.9984,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2025,revenue,636,630,0,False,6,0.9906,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2026,assets,633,632,0,False,1,0.9984,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2026,capex,633,583,0,False,50,0.921,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2026,cash,633,631,0,False,2,0.9968,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2026,cfo,633,632,0,False,1,0.9984,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2026,diluted_shares,633,628,0,False,5,0.9921,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2026,equity,633,631,0,False,2,0.9968,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2026,gross_profit,633,331,0,False,302,0.5229,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2026,liabilities,633,476,0,False,157,0.752,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2026,lt_debt,633,582,0,False,51,0.9194,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2026,net_income,633,632,0,False,1,0.9984,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
2026,revenue,633,627,0,False,6,0.9905,"custom_tag_only 恆為 0:companyfacts 端點只出標準分類體系,公司自訂標籤根本不在這份文件裡,不是「沒有公司用自訂標籤」"
