ticker,display_name,joined_on,left_on,delisted_or_removed,cik,cik_source,cik_note
CTXS,,1999-12-01,2022-10-03,True,0000877890,edgar_full_text_search,"全文檢索:成分期 1999-12-01~2022-10-03 內 100/100 份 10-K/10-Q 印有代號 CTXS,全屬 0000877890(CITRIX SYSTEMS INC);該 CIK 申報期 1996-05-24~2022-10-12 覆蓋成分期"
CVC,,2010-12-20,2016-06-21,True,,,no display_name recorded; ticker not in anchors nor current map
CVG,,2000-06-13,2009-12-21,True,,,no display_name recorded; ticker not in anchors nor current map
CVH,,2005-08-30,2013-05-07,True,,,no display_name recorded; ticker not in anchors nor current map
CVNA,Carvana,2025-12-22,,False,0001690820,anchors,今日對照
CVS,CVS Health,1996-01-02,,False,0000064803,anchors,今日對照
CVX,Chevron Corporation,1996-01-02,,False,0000093410,anchors,今日對照
CXO,,2016-02-22,2021-01-21,True,,,no display_name recorded; ticker not in anchors nor current map
CYM,,1996-01-02,1999-10-18,True,,,no display_name recorded; ticker not in anchors nor current map
CYR,,1996-01-02,1996-03-28,True,,,no display_name recorded; ticker not in anchors nor current map
CZR,,2021-03-22,2025-09-22,True,0001590895,anchors,今日對照·已核實
D,Dominion Energy,1996-01-02,,False,0000715957,anchors,今日對照
DAL,Delta Air Lines,2013-09-11,,False,0000027904,anchors,今日對照
DALRQ,,1996-01-02,2005-08-19,True,,,no display_name recorded; ticker not in anchors nor current map
DASH,DoorDash,2025-03-24,,False,0001792789,anchors,今日對照
DAY,,2024-02-01,2026-02-09,True,,,no display_name recorded; ticker not in anchors nor current map
DCNAQ,,1996-01-02,2006-03-03,True,,,no display_name recorded; ticker not in anchors nor current map
DD,DuPont,1996-01-02,,False,0000030554,anchors,人手辨明
DDOG,Datadog,2025-07-09,,False,0001561550,anchors,今日對照
DDR,,2007-03-23,2009-03-30,True,,,no display_name recorded; ticker not in anchors nor current map
DDS,,1996-01-02,2008-10-22,True,,,no display_name recorded; ticker not in anchors nor current map
DE,Deere & Company,1996-01-02,,False,0000315189,anchors,今日對照
DEC,,1996-01-02,1998-06-12,True,,,no display_name recorded; ticker not in anchors nor current map
DECK,Deckers Brands,2024-03-18,,False,0000910521,anchors,今日對照
DELL,Dell Technologies,1996-09-06,,False,0001571996,anchors,今日對照
DF,,2006-04-03,2013-05-24,True,,,no display_name recorded; ticker not in anchors nor current map
DFS,,2007-07-02,2025-05-19,True,,,no display_name recorded; ticker not in anchors nor current map
DG,Dollar General,1998-07-16,,False,0000029534,anchors,今日對照
DGN,,1996-01-02,1999-10-13,True,,,no display_name recorded; ticker not in anchors nor current map
DGX,Quest Diagnostics,2002-12-12,,False,0001022079,anchors,今日對照
DHI,D. R. Horton,2005-07-05,,False,0000882184,anchors,今日對照
DHR,Danaher Corporation,1998-11-18,,False,0000313616,anchors,今日對照
DI,,1996-01-02,1998-09-30,True,,,no display_name recorded; ticker not in anchors nor current map
DIGI,,1996-01-02,1998-08-28,True,,,no display_name recorded; ticker not in anchors nor current map
DIS,Walt Disney Company (The),1996-01-02,,False,0001744489,anchors,今日對照
DISCA,,2010-03-01,2022-04-11,True,0001437107,edgar_full_text_search,"全文檢索:成分期 2010-03-01~2022-04-11 內 90/100 份 10-K/10-Q 印有代號 DISCA,全屬 0001437107(Warner Bros. Discovery, Inc.);該 CIK 申報期 2008-06-11~2026-08-31 覆蓋成分期"
DISCK,,2014-08-07,2022-04-11,True,0001437107,edgar_full_text_search,"全文檢索:成分期 2014-08-07~2022-04-11 內 17/18 份 10-K/10-Q 印有代號 DISCK,全屬 0001437107(Warner Bros. Discovery, Inc.);該 CIK 申報期 2008-06-11~2026-08-31 覆蓋成分期"
DISH,,2017-03-13,2023-06-20,True,,,no display_name recorded; ticker not in anchors nor current map
DJ,,1996-01-02,2007-12-14,True,,,no display_name recorded; ticker not in anchors nor current map
DLR,Digital Realty,2016-05-18,,False,0001297996,anchors,今日對照
DLTR,Dollar Tree,2011-12-19,,False,0000935703,anchors,今日對照
DLX,,1996-01-02,2004-12-20,True,,,no display_name recorded; ticker not in anchors nor current map
DNB,,2008-12-02,2017-04-05,True,0000713671,edgar_full_text_search,"全文檢索:成分期 2008-12-02~2017-04-05 內 68/100 份 10-K/10-Q 印有代號 DNB,全屬 0000713671(DNB FINANCIAL CORP /PA/);該 CIK 申報期 1996-05-06~2020-02-13 覆蓋成分期"
DNR,,2009-04-02,2015-03-23,True,0000945764,edgar_full_text_search,"全文檢索:成分期 2009-04-02~2015-03-23 內 61/100 份 10-K/10-Q 印有代號 DNR,全屬 0000945764(DENBURY INC);該 CIK 申報期 1996-06-07~2024-02-07 覆蓋成分期"
DO,,2009-02-26,2016-10-03,True,,,no display_name recorded; ticker not in anchors nor current map
DOC,Healthpeak Properties,2024-03-04,,False,0000765880,anchors,今日對照
DOV,Dover Corporation,1996-01-02,,False,0000029905,anchors,今日對照
DOW,Dow Inc.,1996-01-02,,False,0000029915,anchors,人手辨明
DPHIQ,,1999-05-28,2005-10-11,True,,,no display_name recorded; ticker not in anchors nor current map
DPZ,Domino's,2020-05-12,,False,0001286681,anchors,今日對照
DRE,,2017-07-26,2022-10-03,True,,,no display_name recorded; ticker not in anchors nor current map
DRI,Darden Restaurants,1996-01-02,,False,0000940944,anchors,今日對照
DTE,DTE Energy,1996-01-02,,False,0000936340,anchors,今日對照
DTV,,2006-12-04,2015-07-27,True,,,no display_name recorded; ticker not in anchors nor current map
DUK,Duke Energy,1996-01-02,,False,0001326160,anchors,今日對照
DVA,DaVita,2008-07-31,,False,0000927066,anchors,今日對照
DVN,Devon Energy,2000-08-30,,False,0001090012,anchors,今日對照
DWD,,1996-01-02,1997-06-02,True,,,no display_name recorded; ticker not in anchors nor current map
DWDP,,2017-09-01,2019-06-03,True,,,no display_name recorded; ticker not in anchors nor current map
DXC,,1996-01-02,2023-10-02,True,0000023082,anchors,人手辨明
DXCM,Dexcom,2020-05-12,,False,0001093557,anchors,今日對照
DYN,,2000-10-03,2009-12-21,True,,,no display_name recorded; ticker not in anchors nor current map
EA,,2002-07-22,,False,0000712515,anchors,人手辨明
EBAY,eBay Inc.,2002-07-22,,False,0001065088,anchors,今日對照
EC,,1996-01-02,2006-06-06,True,,,no display_name recorded; ticker not in anchors nor current map
ECH,,1996-01-02,1998-07-10,True,,,no display_name recorded; ticker not in anchors nor current map
ECHO,EchoStar,2026-06-24,,False,0001415404,anchors,今日對照
ECL,Ecolab,1996-01-02,,False,0000031462,anchors,今日對照
ECO,,1996-01-02,1998-01-20,True,,,no display_name recorded; ticker not in anchors nor current map
ED,Consolidated Edison,1996-01-02,,False,0001047862,anchors,今日對照
EDS,,1998-08-11,2008-08-26,True,,,no display_name recorded; ticker not in anchors nor current map
EFU,,1996-01-02,2000-11-02,True,,,no display_name recorded; ticker not in anchors nor current map
EFX,Equifax,1997-06-19,,False,0000033185,anchors,今日對照
EG,Everest Group,2023-07-10,,False,0001095073,anchors,今日對照
EHC,,1997-01-08,2003-03-21,True,,,no display_name recorded; ticker not in anchors nor current map
EIX,Edison International,1996-01-02,,False,0000827052,anchors,今日對照
EKDKQ,,1996-01-02,2010-12-20,True,,,no display_name recorded; ticker not in anchors nor current map
EL,Estée Lauder Companies (The),2006-01-05,,False,0001001250,anchors,今日對照
ELV,Elevance Health,2022-06-28,,False,0001156039,anchors,今日對照
EMC,,1996-03-28,2016-09-07,True,0000790070,anchors,人手辨明
EME,Emcor,2025-09-22,,False,0000105634,anchors,今日對照
EMN,,1996-01-02,2025-11-04,True,0000915389,anchors,今日對照·已核實
EMR,Emerson Electric,1996-01-02,,False,0000032604,anchors,今日對照
ENDP,,2015-01-27,2017-03-02,True,0001593034,edgar_full_text_search,"全文檢索:成分期 2015-01-27~2017-03-02 內 10/14 份 10-K/10-Q 印有代號 ENDP,全屬 0001593034(Endo International plc);該 CIK 申報期 2013-12-11~2025-02-14 覆蓋成分期"
ENPH,,2021-01-07,2025-09-22,True,0001463101,anchors,今日對照·已核實
ENRNQ,,1996-01-02,2001-11-30,True,,,no display_name recorded; ticker not in anchors nor current map
ENS,,1996-01-02,1997-08-06,True,,,no display_name recorded; ticker not in anchors nor current map
EOG,EOG Resources,2000-11-02,,False,0000821189,anchors,今日對照
EOP,,2001-10-10,2007-02-12,True,,,no display_name recorded; ticker not in anchors nor current map
EP,,1999-10-26,2012-05-25,True,0000887396,submissions_window_overlap,候選 CIK 0000887396(EMPIRE PETROLEUM CORP);申報期 1996-05-08~2026-08-17;成分期 1999-10-26~2012-05-25;曾用名:AMERICOMM RESOURCES CORP
EPAM,,2021-12-14,2026-06-02,True,0001352010,anchors,今日對照·已核實
EQ,,2006-05-18,2009-07-01,True,,,no display_name recorded; ticker not in anchors nor current map
EQIX,Equinix,2015-03-23,,False,0001101239,anchors,今日對照
EQR,,2001-12-03,,False,0000906107,anchors,人手辨明
EQT,EQT Corporation,2008-12-19,,False,0000033213,anchors,今日對照·已核實
ERIE,Erie Indemnity,2024-09-23,,False,0000922621,anchors,今日對照
ES,Eversource Energy,2009-03-17,,False,0000072741,anchors,今日對照
ESRX,,2003-09-26,2018-12-21,True,0000885721,anchors,人手辨明
ESS,Essex Property Trust,2014-04-02,,False,0000920522,anchors,今日對照
ESV,,2007-01-04,2016-03-30,True,0000314808,edgar_full_text_search,"全文檢索:成分期 2007-01-04~2016-03-30 內 97/100 份 10-K/10-Q 印有代號 ESV,全屬 0000314808(Valaris Ltd);該 CIK 申報期 1993-12-31~2026-08-12 覆蓋成分期"
ETFC,,2004-04-01,2020-10-07,True,0001015780,edgar_full_text_search,"全文檢索:成分期 2004-04-01~2020-10-07 內 99/100 份 10-K/10-Q 印有代號 ETFC,全屬 0001015780(E TRADE FINANCIAL CORP);該 CIK 申報期 1996-06-07~2020-10-13 覆蓋成分期"
ETN,Eaton Corporation,1996-01-02,,False,0001551182,anchors,今日對照
ETR,Entergy,1996-01-02,,False,0000065984,anchors,今日對照
ETS,,1996-01-02,2001-08-06,True,,,no display_name recorded; ticker not in anchors nor current map
ETSY,,2020-09-21,2024-09-23,True,0001370637,anchors,今日對照·已核實
EVHC,,2016-12-02,2018-10-11,True,0001678531,anchors,人手辨明
EVRG,Evergy,2018-06-05,,False,0001711269,anchors,今日對照
EW,Edwards Lifesciences,2011-04-01,,False,0001099800,anchors,今日對照
EXC,Exelon,1996-01-02,,False,0001109357,anchors,今日對照
EXE,Expand Energy,2025-03-24,,False,0000895126,anchors,今日對照
EXPD,Expeditors International,2007-10-10,,False,0000746515,anchors,今日對照
EXPE,Expedia Group,2007-10-02,,False,0001324424,anchors,今日對照
EXR,Extra Space Storage,2016-01-19,,False,0001289490,anchors,今日對照
F,Ford Motor Company,1996-01-02,,False,0000037996,anchors,今日對照
FANG,Diamondback Energy,2018-12-03,,False,0001539838,anchors,今日對照
FAST,Fastenal,2008-09-15,,False,0000815556,anchors,今日對照
FB,,2013-12-23,2022-06-09,True,0001326801,anchors,人手辨明
FBF,,1996-01-02,2004-04-01,True,,,no display_name recorded; ticker not in anchors nor current map
FBHS,,2016-06-24,2022-12-19,True,0001519751,edgar_full_text_search,"全文檢索:成分期 2016-06-24~2022-12-19 內 87/87 份 10-K/10-Q 印有代號 FBHS,全屬 0001519751(Fortune Brands Innovations, Inc.);該 CIK 申報期 2011-05-06~2026-08-19 覆蓋成分期"
FBO,,1996-01-02,1996-03-13,True,,,no display_name recorded; ticker not in anchors nor current map
FCN,,1996-01-02,1998-10-02,True,,,no display_name recorded; ticker not in anchors nor current map
FCPT,,2015-11-10,2015-11-17,True,0001650132,anchors,今日對照·已核實
FCX,Freeport-McMoRan,1996-01-02,,False,0000831259,anchors,今日對照
FDC,,1996-01-02,2007-09-25,True,,,no display_name recorded; ticker not in anchors nor current map
FDO,,2001-08-06,2015-07-07,True,0000034408,edgar_full_text_search,"全文檢索:成分期 2001-08-06~2015-07-07 內 67/100 份 10-K/10-Q 印有代號 FDO,全屬 0000034408(FAMILY DOLLAR STORES INC);該 CIK 申報期 1994-02-15~2016-06-27 覆蓋成分期"
FDS,FactSet,2021-12-20,,False,0001013237,anchors,今日對照
FDX,FedEx,1996-01-02,,False,0001048911,anchors,今日對照
FDXF,FedEx Freight,2026-06-01,,False,0002082247,anchors,今日對照
FE,FirstEnergy,1996-01-02,,False,0001031296,anchors,今日對照
FERG,Ferguson Enterprises,2026-08-05,,False,0002011641,anchors,今日對照
FFIV,"F5, Inc.",2010-12-20,,False,0001048695,anchors,今日對照
FG,,1996-01-02,1998-04-27,True,,,no display_name recorded; ticker not in anchors nor current map
FHN,,2002-05-06,2013-06-24,True,0000036966,submissions_window_overlap,候選 CIK 0000036966(FIRST HORIZON CORP);申報期 1994-01-05~2026-08-24;成分期 2002-05-06~2013-06-24;曾用名:FIRST HORIZON NATIONAL CORP; FIRST TENNESSEE NATIONAL CORP
FI,,2023-06-07,2025-11-11,True,,,no display_name recorded; ticker not in anchors nor current map
FICO,Fair Isaac,2023-03-20,,False,0000814547,anchors,今日對照
FII,,2003-04-16,2013-01-02,True,,,no display_name recorded; ticker not in anchors nor current map
FIS,Fidelity National Information Services,2006-11-10,,False,0001136893,anchors,今日對照
FISV,Fiserv,2001-04-02,,False,0000798354,anchors,今日對照·已核實
FITB,Fifth Third Bancorp,1996-03-08,,False,0000035527,anchors,今日對照
FIX,Comfort Systems USA,2025-12-22,,False,0001035983,anchors,今日對照
FJ,,1996-01-02,2000-11-24,True,,,no display_name recorded; ticker not in anchors nor current map
FL,,1996-01-02,2019-08-09,True,,,no display_name recorded; ticker not in anchors nor current map
FLEX,Flex Ltd.,2026-06-22,,False,0000866374,anchors,今日對照
FLIR,,2009-01-02,2021-05-14,True,0000354908,edgar_full_text_search,"全文檢索:成分期 2009-01-02~2021-05-14 內 98/100 份 10-K/10-Q 印有代號 FLIR,全屬 0000354908(Teledyne FLIR, LLC);該 CIK 申報期 1996-05-15~2021-05-24 覆蓋成分期"
FLMIQ,,1996-01-02,1997-12-24,True,,,no display_name recorded; ticker not in anchors nor current map
FLR,,2000-12-22,2019-06-03,True,0001124198,anchors,今日對照·已核實
FLS,,2008-10-02,2021-03-22,True,0000030625,anchors,今日對照·已核實
FLT,,2018-06-20,2024-03-25,True,,,no display_name recorded; ticker not in anchors nor current map
FLTWQ,,1996-01-02,2000-01-31,True,,,no display_name recorded; ticker not in anchors nor current map
FMC,,1996-01-02,2025-03-24,True,0000037785,anchors,今日對照·已核實
FMCC,,1996-01-02,2008-09-11,True,,,no display_name recorded; ticker not in anchors nor current map
FMY,,1998-07-10,1999-05-28,True,,,no display_name recorded; ticker not in anchors nor current map
FNMA,,1996-01-02,2008-09-11,True,,,no display_name recorded; ticker not in anchors nor current map
FOSL,,2012-04-04,2016-01-05,True,0000883569,anchors,今日對照·已核實
FOX,Fox Corporation (Class B),2015-09-21,,False,0001754301,sec_current_ticker_map,"still an index member, SEC current map is safe"
FOXA,Fox Corporation (Class A),2004-12-20,,False,0001754301,anchors,今日對照
FPC,,1999-06-22,2000-12-01,True,,,no display_name recorded; ticker not in anchors nor current map
FRC,,2019-01-02,2023-05-04,True,,,no display_name recorded; ticker not in anchors nor current map
FRO,,1997-01-02,1999-09-29,True,,,no display_name recorded; ticker not in anchors nor current map
FRT,Federal Realty Investment Trust,2016-02-01,,False,0000034903,anchors,今日對照
FRX,,2000-11-22,2014-07-01,True,,,no display_name recorded; ticker not in anchors nor current map
FSH,,2004-08-03,2006-11-10,True,,,no display_name recorded; ticker not in anchors nor current map
FSL,,2004-12-03,2006-12-04,True,,,no display_name recorded; ticker not in anchors nor current map
FSLR,First Solar,2009-10-16,,False,0001274494,anchors,今日對照·已核實
FTI,,2009-06-05,2021-02-12,True,0001681459,anchors,今日對照·已核實
FTL.A,,1996-01-02,1999-10-01,True,,,no display_name recorded; ticker not in anchors nor current map
FTNT,Fortinet,2018-10-11,,False,0001262039,anchors,今日對照
FTR,,2001-02-27,2017-03-20,True,0000020520,edgar_full_text_search,"全文檢索:成分期 2001-02-27~2017-03-20 內 71/112 份 10-K/10-Q 印有代號 FTR,全屬 0000020520(Frontier Communications Parent, Inc.);該 CIK 申報期 1994-01-05~2026-02-12 覆蓋成分期"
FTV,Fortive,2016-07-05,,False,0001659166,anchors,今日對照
FWLT,,1996-01-02,2000-01-31,True,,,no display_name recorded; ticker not in anchors nor current map
G,,1996-01-02,2005-10-03,True,,,no display_name recorded; ticker not in anchors nor current map
GAPTQ,,1996-01-02,2000-08-30,True,,,no display_name recorded; ticker not in anchors nor current map
GAS,,1996-01-02,2016-07-01,True,,,no display_name recorded; ticker not in anchors nor current map
GD,General Dynamics,1996-01-02,,False,0000040533,anchors,今日對照
GDDY,GoDaddy,2024-06-24,,False,0001609711,anchors,今日對照
GDT,,1996-12-19,2006-04-24,True,,,no display_name recorded; ticker not in anchors nor current map
GDW,,1996-01-02,2006-10-02,True,,,no display_name recorded; ticker not in anchors nor current map
GE,GE Aerospace,1996-01-02,,False,0000040545,anchors,今日對照
GEHC,GE HealthCare,2023-01-04,,False,0001932393,anchors,今日對照
GEN,Gen Digital,2022-11-08,,False,0000849399,anchors,今日對照
GENZ,,2001-12-14,2011-04-04,True,0000732485,edgar_full_text_search,"全文檢索:成分期 2001-12-14~2011-04-04 內 71/100 份 10-K/10-Q 印有代號 GENZ,全屬 0000732485(GENZYME CORP);該 CIK 申報期 1995-02-14~2011-04-18 覆蓋成分期"
GEV,GE Vernova,2024-04-02,,False,0001996810,anchors,今日對照
GFS.A,,1996-01-02,1998-07-16,True,,,no display_name recorded; ticker not in anchors nor current map
GGP,,2007-07-02,2018-08-28,True,,,no display_name recorded; ticker not in anchors nor current map
GHC,,2007-12-31,2014-09-22,True,0000104889,submissions_window_overlap,候選 CIK 0000104889(Graham Holdings Co);申報期 1994-03-29~2026-08-31;成分期 2007-12-31~2014-09-22;曾用名:WASHINGTON POST CO
GIDL,,1996-01-02,1997-07-17,True,,,no display_name recorded; ticker not in anchors nor current map
GILD,Gilead Sciences,2004-07-01,,False,0000882095,anchors,今日對照
GIS,General Mills,1996-01-02,,False,0000040704,anchors,今日對照
GL,Globe Life,2019-08-08,,False,0000320335,anchors,今日對照
GLD,,1996-01-02,1997-05-06,True,,,no display_name recorded; ticker not in anchors nor current map
GLK,,1996-01-02,2005-07-05,True,,,no display_name recorded; ticker not in anchors nor current map
GLW,Corning Inc.,1996-01-02,,False,0000024741,anchors,今日對照
GM,General Motors,2013-06-07,,False,0001467858,anchors,今日對照
GMCR,,2014-03-24,2016-03-03,True,,,no display_name recorded; ticker not in anchors nor current map
GME,,2007-12-14,2016-04-25,True,0001326380,anchors,今日對照·已核實
GNRC,Generac,2021-03-22,,False,0001474735,anchors,今日對照
GNT,,1996-03-13,1998-07-01,True,,,no display_name recorded; ticker not in anchors nor current map
GNW,,2005-12-02,2015-11-18,True,0001276520,anchors,今日對照·已核實
GOOG,Alphabet Inc. (Class C),2014-04-03,,False,0001652044,sec_current_ticker_map,"still an index member, SEC current map is safe"
GOOGL,Alphabet Inc. (Class A),2006-04-03,,False,0001652044,anchors,今日對照
GP,,1996-01-02,2005-12-20,True,,,no display_name recorded; ticker not in anchors nor current map
GPC,Genuine Parts Company,1996-01-02,,False,0000040987,anchors,今日對照
GPN,Global Payments,2016-04-25,,False,0001123360,anchors,今日對照
GPS,,1996-01-02,2022-02-02,True,,,no display_name recorded; ticker not in anchors nor current map
GPU,,1996-01-02,2001-11-07,True,,,no display_name recorded; ticker not in anchors nor current map
GR,,1996-01-02,2012-07-27,True,,,no display_name recorded; ticker not in anchors nor current map
GRA,,1996-01-02,2000-12-11,True,,,no display_name recorded; ticker not in anchors nor current map
GRMN,Garmin,2012-12-12,,False,0001121788,anchors,今日對照
GRN,,1996-01-02,1998-12-22,True,,,no display_name recorded; ticker not in anchors nor current map
GS,Goldman Sachs,2002-07-22,,False,0000886982,anchors,今日對照
GSX,,1996-01-02,1998-10-07,True,,,no display_name recorded; ticker not in anchors nor current map
GT,,1996-01-02,2019-02-27,True,0000042582,anchors,今日對照·已核實
GTE,,1996-01-02,2000-07-03,True,,,no display_name recorded; ticker not in anchors nor current map
GTW,,1998-04-27,2006-08-01,True,,,no display_name recorded; ticker not in anchors nor current map
GWF,,1996-01-02,1997-07-02,True,,,no display_name recorded; ticker not in anchors nor current map
GWW,W. W. Grainger,1996-01-02,,False,0000277135,anchors,今日對照
GX,,1999-09-29,2001-10-10,True,,,no display_name recorded; ticker not in anchors nor current map
H,,1996-01-02,2007-04-10,True,,,no display_name recorded; ticker not in anchors nor current map
HAL,Halliburton,1996-01-02,,False,0000045012,anchors,今日對照
HAR,,2006-02-01,2017-03-13,True,,,no display_name recorded; ticker not in anchors nor current map
HAS,Hasbro,1996-01-02,,False,0000046080,anchors,今日對照
HBAN,Huntington Bancshares,1997-08-06,,False,0000049196,anchors,今日對照
HBI,,2015-03-23,2021-12-20,True,,,no display_name recorded; ticker not in anchors nor current map
HBOC,,1997-10-23,1999-01-13,True,,,no display_name recorded; ticker not in anchors nor current map
HCA,HCA Healthcare,1996-01-02,,False,0000860730,anchors,今日對照
HCBK,,2007-02-15,2015-11-02,True,0000921847,edgar_full_text_search,"全文檢索:成分期 2007-02-15~2015-11-02 內 58/65 份 10-K/10-Q 印有代號 HCBK,全屬 0000921847(HUDSON CITY BANCORP INC);該 CIK 申報期 1999-03-15~2015-11-09 覆蓋成分期"
HCP,,2008-03-31,2019-11-05,True,,,no display_name recorded; ticker not in anchors nor current map
HCR,,1998-09-28,2007-11-09,True,,,no display_name recorded; ticker not in anchors nor current map
HD,Home Depot (The),1996-01-02,,False,0000354950,anchors,今日對照
HDLM,,1996-01-02,1996-03-08,True,,,no display_name recorded; ticker not in anchors nor current map
HES,,1996-01-02,2025-07-23,True,,,no display_name recorded; ticker not in anchors nor current map
HET,,1996-01-02,2008-01-29,True,,,no display_name recorded; ticker not in anchors nor current map
HFC,,2018-06-18,2021-06-04,True,,,no display_name recorded; ticker not in anchors nor current map
HFS,,1996-08-16,1997-12-18,True,,,no display_name recorded; ticker not in anchors nor current map
HI,,1996-01-02,2003-03-31,True,,,no display_name recorded; ticker not in anchors nor current map
HIG,Hartford (The),1996-01-02,,False,0000874766,anchors,今日對照
HII,Huntington Ingalls Industries,2018-01-03,,False,0001501585,anchors,今日對照
HLT,Hilton Worldwide,1996-01-02,,False,0001585689,anchors,今日對照
HM,,1996-01-02,2001-12-17,True,,,no display_name recorded; ticker not in anchors nor current map
HMA,,2001-11-07,2007-03-02,True,,,no display_name recorded; ticker not in anchors nor current map
HNZ,,1996-01-02,2013-06-07,True,0000046640,edgar_full_text_search,"全文檢索:成分期 1996-01-02~2013-06-07 內 93/100 份 10-K/10-Q 印有代號 HNZ,全屬 0000046640(Kraft Heinz Foods Co);該 CIK 申報期 1994-02-04~2026-05-27 覆蓋成分期"
HOG,,2000-01-31,2020-06-22,True,0000793952,anchors,今日對照·已核實
HOLX,,2016-03-30,2026-04-09,True,,,no display_name recorded; ticker not in anchors nor current map
HON,Honeywell Technologies,1996-01-02,,False,0000773840,anchors,今日對照
HONA,Honeywell Aerospace,2026-06-29,,False,0002089271,anchors,今日對照
HOOD,Robinhood Markets,2025-09-22,,False,0001783879,anchors,今日對照
HOT,,2000-11-17,2016-09-23,True,0000316206,anchors,人手辨明
HP,,1996-01-02,2020-05-22,True,0000046765,anchors,今日對照·已核實
HPC,,1996-01-02,2008-11-14,True,,,no display_name recorded; ticker not in anchors nor current map
HPE,Hewlett Packard Enterprise,2015-11-02,,False,0001645590,anchors,今日對照
HPH,,1996-01-02,1999-06-09,True,,,no display_name recorded; ticker not in anchors nor current map
HPQ,HP Inc.,1996-01-02,,False,0000047217,anchors,今日對照
HRB,,1996-01-02,2020-09-21,True,0000012659,anchors,今日對照·已核實
HRL,Hormel Foods,2009-03-04,,False,0000048465,anchors,今日對照
HRS,,1996-01-02,2019-06-01,True,,,no display_name recorded; ticker not in anchors nor current map
HSH,,1996-01-02,2012-06-29,True,,,no display_name recorded; ticker not in anchors nor current map
HSIC,Henry Schein,2015-03-18,,False,0001000228,anchors,今日對照
HSP,,2004-05-03,2015-09-03,True,0001274057,edgar_full_text_search,"全文檢索:成分期 2004-05-03~2015-09-03 內 76/100 份 10-K/10-Q 印有代號 HSP,全屬 0001274057(HOSPIRA INC);該 CIK 申報期 2003-12-22~2015-10-06 覆蓋成分期"
HST,Host Hotels & Resorts,2007-03-20,,False,0001070750,anchors,今日對照
HSY,Hershey Company (The),1996-01-02,,False,0000047111,anchors,今日對照
HUBB,Hubbell Incorporated,2023-10-18,,False,0000048898,anchors,今日對照
HUM,Humana,1996-01-02,,False,0000049071,anchors,今日對照
HWM,Howmet Aerospace,2020-04-06,,False,0000004281,anchors,今日對照
I,,1996-01-02,1996-04-01,True,,,no display_name recorded; ticker not in anchors nor current map
IAC,,2006-12-01,2008-08-21,True,,,no display_name recorded; ticker not in anchors nor current map
IBKR,Interactive Brokers,2025-08-28,,False,0001381197,anchors,今日對照
IBM,IBM,1996-01-02,,False,0000051143,anchors,今日對照
ICE,Intercontinental Exchange,2007-09-26,,False,0001571949,anchors,今日對照
IDXX,Idexx Laboratories,2017-01-05,,False,0000874716,anchors,今日對照
IEX,IDEX Corporation,2019-08-09,,False,0000832101,anchors,今日對照
IFF,International Flavors & Fragrances,1996-01-02,,False,0000051253,anchors,今日對照
IGT,,2001-09-04,2014-06-20,True,0000353944,edgar_full_text_search,"全文檢索:成分期 2001-09-04~2014-06-20 內 70/100 份 10-K/10-Q 印有代號 IGT,全屬 0000353944(INTERNATIONAL GAME TECHNOLOGY);該 CIK 申報期 1993-12-23~2015-04-17 覆蓋成分期"
IKN,,1996-01-02,2000-06-29,True,,,no display_name recorded; ticker not in anchors nor current map
ILMN,,2015-11-19,2024-06-24,True,0001110803,anchors,今日對照·已核實
IMNX,,2001-09-21,2002-07-16,True,,,no display_name recorded; ticker not in anchors nor current map
INCLF,,1996-01-02,2002-07-22,True,,,no display_name recorded; ticker not in anchors nor current map
INCY,Incyte,2017-02-28,,False,0000879169,anchors,今日對照
INFO,,2017-06-02,2022-03-02,True,0001598014,anchors,人手辨明
INGR,,1996-01-02,1997-07-28,True,,,no display_name recorded; ticker not in anchors nor current map
INTC,Intel,1996-01-02,,False,0000050863,anchors,今日對照
INTU,Intuit,2000-12-11,,False,0000896878,anchors,今日對照
INVH,Invitation Homes,2022-09-19,,False,0001687229,anchors,今日對照
IP,International Paper,1996-01-02,,False,0000051434,anchors,今日對照
IPG,,1996-01-02,2025-11-28,True,,,no display_name recorded; ticker not in anchors nor current map
IPGP,,2018-03-07,2022-06-21,True,0001111928,anchors,今日對照·已核實
IQV,IQVIA,2017-08-29,,False,0001478242,anchors,今日對照
IR,Ingersoll Rand,1996-01-02,,False,0001699150,anchors,今日對照
IRM,Iron Mountain,2009-01-06,,False,0001020569,anchors,今日對照
ISRG,Intuitive Surgical,2008-06-02,,False,0001035267,anchors,今日對照
IT,Gartner,2017-04-05,,False,0000749251,anchors,今日對照
ITT,,1996-01-02,2011-11-01,True,0000216228,submissions_window_overlap,候選 CIK 0000216228(ITT INC.);申報期 1994-03-23~2026-08-10;成分期 1996-01-02~2011-11-01;曾用名:ITT CORP; ITT Corp; ITT INDUSTRIES INC
ITW,Illinois Tool Works,1996-01-02,,False,0000049826,anchors,今日對照
IVZ,Invesco,2008-08-21,,False,0000914208,anchors,今日對照
J,Jacobs Solutions,2019-12-10,,False,0000052988,anchors,今日對照
JAVA,,1996-01-02,2010-01-27,True,,,no display_name recorded; ticker not in anchors nor current map
JBHT,J.B. Hunt,2015-07-01,,False,0000728535,anchors,今日對照
JBL,Jabil,2001-01-30,,False,0000898293,anchors,今日對照
JCI,Johnson Controls,1996-01-02,,False,0000833444,anchors,今日對照
